plain_x,plain_y,cipher_x,cipher_y
46,39,150,181
75,78,121,158
86,55,246,75
90,145,193,124
112,108,155,8
131,126,25,170
147,156,225,95
157,154,158,164
2,3,72,96
84,82,158,248
136,135,241,185
107,117,217,50
158,154,62,235
107,104,147,64
117,129,169,154
162,162,116,82
144,143,202,7
153,143,69,38
32,37,230,66
151,141,215,11
60,50,39,65
10,16,168,164
44,51,226,206
133,139,93,14
166,166,60,246
119,133,255,81
75,77,24,8
39,34,232,253
6,9,187,170
150,143,137,69
47,44,240,128
2,1,155,217
4,9,56,182
170,173,181,33
0,0,26,233
140,138,64,97
107,110,40,127
109,121,83,18
179,161,141,12
121,96,147,197
135,124,12,63
134,133,60,169
146,145,93,150
134,140,47,211
10,7,101,229
151,156,153,137
44,16,10,58
218,212,249,46
156,159,106,29
92,90,167,99
64,55,8,213
96,100,241,67
112,106,33,35
138,132,151,69
71,69,130,145
153,154,119,149
110,113,130,79
87,73,91,114
1,5,72,254
96,125,58,157
44,37,171,128
111,122,34,193
87,88,20,153
131,126,138,188
0,0,218,246
117,116,32,6
0,1,136,205
196,167,34,158
84,65,39,91
24,21,224,164
93,85,30,239
106,104,88,49
130,103,34,55
72,68,232,163
169,164,88,52
180,161,232,12
85,77,86,201
143,153,26,227
7,12,215,113
147,134,47,36
134,139,33,149
163,164,50,231
173,151,208,23
26,25,168,232
23,23,11,36
46,50,154,221
55,61,67,35
10,17,232,244
128,125,207,115
17,9,44,246
144,146,43,46
32,63,5,93
24,33,217,105
4,3,217,144
14,13,236,176
143,144,81,77
109,107,189,5
63,67,88,14
162,167,84,226
62,54,162,170
22,30,104,12
50,23,115,220
16,17,19,214
149,144,152,80
61,65,99,137
58,66,223,253
71,72,209,41
114,115,107,129
9,4,122,88
7,3,202,115
142,74,234,190
135,127,246,211
109,118,7,21
16,6,203,92
142,133,56,73
112,113,59,8
7,3,114,36
118,107,123,24
73,73,194,185
159,156,96,135
43,50,189,104
138,147,161,164
75,74,27,110
66,77,99,50
135,132,243,141
6,6,162,83
204,203,30,193
109,104,99,241
91,90,240,190
125,128,118,165
72,70,73,77
14,11,128,30
86,76,42,193
167,165,184,115
166,162,85,255
109,117,177,150
148,135,70,177
162,161,30,24
113,114,145,8
170,182,134,30
65,45,78,96
132,132,255,150
91,94,196,82
98,105,142,27
99,90,99,150
89,97,191,172
0,1,30,210
65,58,109,119
142,148,25,41
14,14,199,5
149,146,128,81
1,0,154,120
140,135,132,62
118,118,57,57
6,4,224,196
38,38,210,15
79,66,20,120
46,100,18,101
135,137,1,87
0,1,14,196
110,107,163,123
0,6,180,127
137,131,62,162
4,6,113,143
128,112,189,89
117,111,184,200
125,129,135,231
23,26,130,72
72,58,164,186
174,170,86,147
111,117,26,92
4,11,221,166
173,178,11,175
5,9,61,198
116,120,152,198
68,78,14,77
80,91,0,195
110,102,148,224
192,190,61,174
111,122,239,6
65,65,118,225
207,200,113,30
21,19,203,131
148,127,230,85
0,3,242,17
25,31,95,36
154,155,56,182
110,108,1,51
117,127,148,237
144,148,154,23
22,23,109,87
149,155,201,116
67,64,50,54
110,101,118,55
145,149,225,61
55,63,112,28
145,141,79,97
191,187,236,126
11,9,37,112
96,89,52,85
51,56,46,234
6,2,216,121
91,101,201,88
2,3,112,15
154,157,164,148
73,60,0,161
161,156,131,207
139,142,86,234
135,143,120,240
81,90,183,46
169,163,187,0
49,42,135,129
23,18,152,114
125,130,200,233
137,121,104,13
96,109,244,45
49,33,55,217
92,92,197,1
81,76,103,137
6,3,248,180
0,9,46,182
215,217,79,4
121,119,221,196
8,8,73,109
149,138,72,25
210,201,101,17
73,65,139,12
119,125,40,69
31,31,237,33
4,0,130,161
64,63,204,205
101,96,0,72
3,27,37,173
60,62,115,9
167,162,232,67
25,22,146,178
6,5,60,187
93,94,93,192
68,65,99,245
138,135,50,24
124,134,65,93
51,25,222,54
93,99,130,181
97,83,229,143
70,58,77,147
95,78,6,222
137,126,6,174
4,3,94,44
148,146,135,136
5,9,101,226
81,86,225,177
56,23,106,92
2,3,128,178
204,201,251,80
60,60,207,20
127,135,21,210
139,133,68,92
9,11,60,14
203,197,243,38
56,57,29,54
161,168,172,231
158,150,188,35
113,117,63,170
207,166,103,108
10,11,203,202
10,26,146,218
9,4,110,103
26,24,244,59
74,85,134,22
136,138,115,158
183,181,16,213
132,136,187,119
195,200,176,76
28,34,234,85
206,200,229,168
101,90,120,191
85,92,26,229
117,95,99,58
82,96,235,194
16,50,126,161
91,88,35,40
130,128,104,59
0,2,223,115
40,36,68,127
38,36,197,110
61,65,159,133
42,46,177,10
153,149,238,141
79,86,44,147
4,1,93,232
93,94,219,112
137,144,244,45
126,122,28,45
47,48,204,110
81,88,38,94
163,163,212,20
13,18,17,135
67,65,164,144
200,197,16,136
164,186,231,145
102,114,162,133
0,0,61,1
155,151,244,133
61,53,253,217
155,142,220,245
2,2,138,39
8,11,162,58
147,139,168,31
1,6,85,61
208,195,184,226
67,63,149,77
52,55,82,60
16,36,21,64
132,136,229,140
62,59,60,107
119,123,174,16
143,141,167,50
157,164,249,84
2,6,161,178
114,112,103,64
25,16,128,223
124,114,197,249
141,146,105,90
145,137,15,227
5,9,178,181
125,117,125,12
0,2,215,119
145,170,45,205
48,19,177,38
145,141,161,224
116,106,57,14
117,117,153,103
105,107,80,70
2,1,255,235
13,10,94,200
42,42,150,227
127,126,245,203
149,65,99,122
67,61,230,150
133,135,75,119
170,165,183,55
138,145,76,97
45,61,58,57
140,141,254,176
112,102,246,161
4,5,4,87
8,11,76,36
181,186,215,43
15,18,14,210
92,93,29,21
167,172,120,160
120,122,150,1
151,150,182,156
2,2,214,242
7,6,188,13
9,4,150,49
18,17,176,57
9,7,74,89
133,132,120,211
10,15,78,179
9,12,67,157
104,101,79,165
52,50,222,45
139,147,193,240
48,28,27,47
172,168,150,212
24,20,126,67
20,20,23,182
1,0,24,199
92,74,55,143
98,87,101,68
41,21,207,252
0,0,72,94
155,159,35,55
159,157,17,17
162,156,121,91
72,69,187,108
149,150,227,190
165,164,238,183
3,3,23,99
195,209,106,129
154,152,52,156
115,119,120,14
108,88,171,107
151,149,162,193
146,139,164,104
217,209,188,157
55,58,176,127
67,84,67,106
10,19,195,147
7,8,144,175
150,154,144,103
105,97,184,133
125,131,17,183
1,1,173,0
26,9,168,92
115,112,250,2
10,3,238,189
74,69,15,17
143,142,27,68
55,59,159,30
138,131,66,185
73,79,121,88
101,109,163,142
68,79,210,84
0,0,232,220
34,21,104,6
84,87,13,50
75,106,56,81
0,2,68,76
132,127,166,115
0,1,149,235
107,106,129,253
44,45,170,12
70,63,115,60
58,56,30,127
164,169,80,214
190,190,63,140
18,9,183,53
57,58,65,136
111,120,162,56
134,133,87,43
60,49,51,148
143,134,18,89
0,0,55,146
46,49,252,226
100,105,244,58
70,79,94,93
124,128,136,11
154,145,33,157
116,109,177,77
0,1,170,89
58,81,122,182
148,151,39,219
165,164,212,218
165,168,83,34
0,1,92,132
34,48,41,112
31,19,119,184
56,61,87,101
111,138,9,40
146,136,252,44
154,150,6,82
126,132,225,36
7,3,140,113
8,6,126,30
54,53,134,136
37,43,28,121
113,111,246,248
57,54,40,121
116,123,35,114
144,143,255,30
68,63,236,10
77,65,103,252
134,125,232,203
53,52,28,209
98,93,4,237
19,23,102,218
61,52,105,73
15,20,234,206
2,0,40,59
153,143,202,0
79,66,129,48
167,192,201,143
173,176,60,5
222,197,120,120
56,57,65,25
157,157,230,20
57,56,73,166
15,20,166,222
161,103,81,136
162,166,170,71
146,147,202,245
80,98,66,27
123,124,110,180
182,188,68,105
151,159,197,240
157,161,140,167
169,161,192,71
80,78,196,46
56,61,73,94
63,57,204,43
128,124,139,164
121,117,34,187
104,106,57,95
12,13,72,239
35,30,56,48
160,162,87,209
117,138,134,124
160,168,96,75
68,16,14,214
5,3,220,223
66,60,97,236
33,40,80,195
31,29,37,242
117,112,200,141
105,107,200,29
51,59,168,181
123,127,201,149
8,4,124,139
165,159,44,81
163,128,140,251
37,33,186,140
74,97,124,208
139,140,47,219
96,87,153,26
117,117,243,28
24,21,16,156
188,183,224,236
96,112,101,250
121,129,177,219
25,10,73,65
119,113,205,59
1,1,218,100
13,15,40,234
22,28,160,183
62,62,29,186
101,118,34,219
112,119,97,203
155,142,155,177
63,54,2,96
43,53,62,116
29,27,201,228
29,31,192,234
87,78,130,237
100,81,66,165
97,96,135,227
68,82,242,84
9,7,38,90
33,34,241,161
75,65,123,110
0,6,235,187
123,119,91,233
1,0,9,243
85,96,114,2
124,116,149,73
203,205,45,213
131,154,83,96
178,169,99,97
125,145,114,4
4,1,252,79
43,40,178,138
51,51,30,128
7,8,232,63
49,46,108,2
160,160,59,51
81,85,50,78
144,147,139,73
43,50,34,218
1,6,225,201
38,28,45,61
131,130,132,135
145,146,111,183
70,74,56,130
45,37,249,71
114,115,35,114
71,71,2,176
124,125,168,125
191,174,78,169
163,173,190,157
102,85,185,48
30,36,184,41
153,149,251,149
124,121,124,190
133,139,143,43
57,58,171,187
41,43,145,65
123,127,55,87
8,13,205,145
118,131,132,127
3,1,152,216
164,144,240,5
13,21,220,19
111,113,159,184
77,93,111,118
95,98,14,53
7,5,222,183
167,167,249,27
146,149,32,49
47,55,195,31
58,61,246,239
127,131,132,36
109,108,205,174
137,133,188,32
135,147,210,92
49,45,44,37
2,0,0,83
169,174,55,173
168,159,74,50
95,104,204,31
107,97,229,111
92,100,218,165
93,89,80,171
147,141,197,218
198,195,89,83
67,60,97,27
25,53,220,70
87,84,149,112
61,28,92,109
112,99,150,146
146,151,111,219
156,163,146,235
33,30,125,162
153,153,158,163
63,60,73,45
156,150,9,89
10,9,89,105
129,129,174,201
8,13,253,109
129,126,55,121
0,0,95,44
2,4,80,34
213,215,154,224
135,135,150,60
27,15,184,18
136,155,37,255
113,107,30,252
108,107,34,129
0,0,29,156
0,0,182,100
30,37,2,111
59,61,108,177
131,145,127,62
15,12,80,156
77,68,11,166
34,42,146,83
189,187,30,52
6,2,45,175
130,129,19,110
148,146,198,15
98,101,73,30
139,136,25,229
20,22,13,46
151,151,109,94
0,4,74,165
2,2,99,172
103,99,243,59
4,4,98,252
3,3,23,181
134,166,222,5
125,111,159,162
149,157,147,47
54,53,108,37
31,30,227,208
29,6,13,191
70,79,166,153
20,15,209,153
113,106,108,12
1,1,107,99
128,126,117,77
81,80,50,189
136,95,61,71
65,54,129,45
28,32,28,199
152,157,166,203
67,71,203,131
11,11,214,135
111,97,229,173
168,172,157,125
168,169,174,26
5,10,175,66
142,134,212,150
139,141,158,83
0,0,212,10
9,24,34,9
202,178,218,201
110,109,196,34
132,132,117,113
99,50,21,185
55,52,171,221
147,147,84,217
134,128,71,233
151,139,106,182
179,160,55,1
113,116,167,177
36,40,122,68
187,186,128,42
2,3,149,121
52,61,241,31
5,1,47,221
127,130,67,22
44,45,63,42
147,132,14,129
153,150,38,103
161,156,11,104
2,8,77,80
39,49,241,154
117,129,84,190
221,212,172,131
110,111,213,128
52,44,27,89
5,16,142,188
39,31,121,192
5,3,67,115
11,10,167,247
161,162,17,101
127,127,113,188
1,0,100,202
135,131,192,163
52,61,86,16
15,29,241,250
28,17,164,223
62,56,59,186
95,97,234,113
1,2,60,134
13,15,139,240
40,17,77,73
95,88,238,10
163,180,221,82
133,115,225,222
44,53,41,240
10,20,220,118
47,43,9,105
86,101,38,38
159,153,50,68
207,203,241,168
222,220,57,189
71,74,71,35
86,89,193,16
95,79,129,144
10,10,140,0
157,152,145,242
124,116,33,28
27,22,71,151
154,156,5,204
33,0,124,151
135,124,35,87
131,118,192,87
39,36,121,49
60,69,88,79
125,118,186,253
67,63,161,16
5,12,38,86
51,49,49,245
122,127,6,14
7,9,208,180
142,124,46,168
46,31,232,244
61,62,124,176
63,62,121,224
94,114,192,134
6,10,124,212
9,2,73,246
9,0,9,57
54,65,131,238
116,110,79,61
186,192,80,36
43,48,41,2
98,104,218,63
51,54,188,236
97,95,73,23
125,131,179,252
70,68,22,148
79,54,231,153
185,190,172,26
107,107,176,89
72,70,172,66
87,85,38,108
156,169,44,26
166,164,45,202
14,9,120,116
138,128,20,124
101,103,16,85
119,126,63,38
23,41,78,235
110,107,9,19
7,14,90,181
82,74,245,19
104,94,98,113
65,70,255,231
85,82,213,204
0,0,244,40
79,74,218,91
138,134,214,170
46,40,233,28
131,138,42,155
161,159,180,155
120,123,20,109
126,121,234,38
43,46,70,30
114,110,77,232
114,117,71,30
0,3,233,19
15,7,134,178
180,192,165,117
7,10,64,180
159,155,40,237
31,34,207,42
2,0,8,65
95,98,180,174
1,1,99,184
15,19,112,202
5,6,229,75
137,143,102,79
79,76,67,238
121,131,181,56
153,159,76,108
158,157,107,126
112,107,145,225
129,116,121,208
132,140,81,2
221,203,72,76
56,63,132,118
0,6,44,140
144,147,91,211
23,27,175,153
37,40,94,52
104,103,43,234
36,29,94,110
198,210,243,64
35,22,36,21
71,65,14,241
5,9,6,31
24,18,25,24
1,4,36,147
43,37,181,248
118,119,146,249
51,51,222,71
68,69,18,95
122,118,87,192
13,37,100,230
2,2,203,242
90,79,147,79
40,37,216,175
75,76,188,67
48,61,85,34
82,71,170,208
0,0,49,26
137,131,204,151
202,200,151,222
63,61,140,134
15,16,202,175
138,136,168,170
38,25,171,106
102,102,135,83
145,148,227,204
221,219,243,166
1,3,237,238
69,72,245,107
212,193,49,108
38,23,47,147
5,7,18,240
186,191,113,214
10,9,69,96
22,17,69,172
124,122,205,72
13,9,167,126
109,108,208,147
67,65,200,228
142,144,98,134
132,127,23,109
0,1,65,234
163,168,189,245
6,8,134,92
163,166,255,60
127,133,205,59
5,4,129,114
31,13,243,81
81,77,167,26
74,77,126,1
94,87,144,115
0,0,26,97
213,219,40,208
96,91,181,77
29,25,176,185
122,115,195,148
123,119,62,219
105,111,151,203
