plain_x,plain_y,cipher_x,cipher_y
24,27,5,246
104,105,18,236
206,206,94,13
194,194,39,209
204,204,187,60
115,115,114,224
196,193,113,127
68,67,128,77
25,26,0,196
194,197,116,49
35,21,85,68
98,88,9,87
199,203,43,170
10,12,254,20
99,87,164,20
201,196,123,69
190,188,238,144
105,131,176,74
63,87,201,117
77,101,44,155
204,198,78,226
124,110,129,96
59,51,185,232
137,129,167,158
214,214,97,255
211,211,90,228
67,67,1,19
156,150,165,182
195,193,94,215
203,192,205,77
168,188,37,35
203,203,148,204
40,56,136,36
160,155,184,130
83,90,91,120
222,223,147,0
196,194,8,162
129,126,42,176
203,206,68,210
95,100,27,35
214,214,174,44
40,50,149,200
198,199,29,140
213,213,66,54
90,82,235,99
203,204,35,137
198,202,145,221
166,166,211,43
213,213,78,41
213,213,50,155
101,104,209,19
207,209,68,240
96,86,230,39
88,89,85,159
209,210,10,166
71,91,100,151
187,183,183,187
139,103,153,180
206,204,173,241
87,90,194,226
131,120,219,82
91,86,235,198
29,35,105,6
115,116,161,164
196,191,151,173
193,197,72,30
206,206,94,249
190,186,84,25
42,32,245,18
196,198,213,29
90,95,82,101
189,184,241,19
193,193,14,42
171,136,42,179
104,118,41,111
103,64,108,197
161,150,159,62
204,200,48,225
76,77,82,32
207,207,252,150
167,179,177,246
213,213,134,128
201,199,234,165
180,161,86,165
72,74,183,89
24,25,150,27
147,145,120,101
188,192,140,115
202,202,185,180
67,70,129,71
140,138,195,145
160,166,54,43
116,94,71,29
207,208,141,49
203,203,67,94
175,178,97,130
157,138,132,230
137,144,52,130
210,211,146,123
27,13,111,245
213,214,27,112
67,45,254,210
88,96,140,121
160,109,94,172
191,193,62,132
168,180,10,12
12,14,150,190
93,76,152,239
159,177,232,108
98,137,110,99
194,190,164,210
214,214,57,109
176,180,126,39
186,201,7,51
74,147,227,140
205,205,197,212
105,107,19,191
22,22,131,170
202,201,211,107
81,100,96,187
45,78,227,183
217,217,207,19
21,21,36,139
122,126,177,94
106,104,34,211
138,148,56,6
94,97,157,233
210,209,252,225
207,207,218,178
17,18,2,89
208,209,134,85
133,137,134,164
159,157,49,101
139,142,190,154
86,106,152,207
62,63,69,253
145,112,232,225
91,111,21,108
182,179,235,229
18,17,117,230
200,203,133,216
194,195,137,138
213,213,198,78
90,80,125,78
217,211,9,192
69,69,126,62
136,98,17,116
150,151,74,130
214,214,6,210
187,192,13,12
193,196,253,4
180,178,86,161
195,192,98,164
206,205,176,229
208,208,82,196
194,198,207,27
103,97,160,50
199,198,245,18
178,183,95,6
191,191,35,187
207,207,83,38
203,203,239,49
115,111,158,68
184,189,82,34
68,92,113,204
206,206,73,76
57,53,59,212
202,204,124,226
131,136,245,148
92,95,251,197
85,100,50,30
200,201,49,142
179,178,48,6
48,45,221,240
63,81,63,50
193,189,77,74
111,114,249,74
201,191,171,71
212,216,7,179
201,196,184,142
207,204,76,58
187,192,3,163
188,183,101,109
209,208,119,151
59,44,212,64
81,50,237,253
214,214,218,92
33,42,103,247
196,197,21,113
42,69,177,65
113,109,46,12
142,144,238,39
209,209,121,41
15,15,143,88
152,152,106,91
54,62,39,20
199,196,15,23
159,119,120,72
147,172,73,70
86,91,206,60
201,197,0,120
201,199,105,44
214,213,140,140
189,187,32,191
141,146,172,167
217,217,245,56
184,169,20,123
84,72,212,85
179,178,232,171
98,93,2,116
89,87,190,72
154,153,38,124
192,194,100,57
201,201,250,216
166,171,33,46
32,32,197,92
70,81,182,95
211,211,44,149
146,139,120,235
91,93,233,88
184,182,104,209
209,205,254,105
161,166,16,62
43,28,89,115
200,199,42,124
111,115,54,137
118,119,230,99
184,186,92,30
199,193,3,116
102,111,39,224
215,214,249,238
46,45,249,61
177,198,160,252
59,63,199,153
150,178,207,214
196,199,105,4
158,156,158,153
195,190,114,242
168,167,43,19
115,115,248,102
119,107,69,135
103,104,26,161
27,24,153,38
207,204,1,142
83,50,123,29
32,34,205,32
57,49,24,158
171,196,84,215
205,207,207,230
86,77,209,25
212,211,25,118
54,69,197,239
55,33,133,206
185,181,77,16
176,165,165,230
108,84,13,247
198,197,183,157
157,153,224,206
59,50,94,222
205,204,26,68
119,97,208,90
198,198,197,231
185,160,134,204
67,80,179,234
208,209,110,125
212,212,55,164
184,184,7,242
82,81,246,76
210,210,243,204
92,84,68,3
144,170,45,194
71,150,193,15
191,194,211,28
91,83,89,185
214,214,238,56
118,126,148,237
212,213,50,25
124,126,25,186
33,37,196,139
105,105,24,230
101,100,120,141
104,93,6,166
29,34,10,137
126,141,247,44
67,73,9,141
213,213,199,26
207,206,221,3
197,198,179,67
113,109,31,225
105,111,95,169
165,87,200,193
134,128,201,90
92,81,192,93
63,61,50,42
85,77,195,245
98,95,173,83
182,180,147,10
173,167,39,187
125,120,78,233
207,209,178,178
170,189,118,139
206,206,193,207
37,68,180,62
208,208,36,33
183,141,87,54
147,150,104,48
16,16,122,130
208,207,56,114
103,105,217,147
185,177,84,16
203,201,187,111
89,83,245,173
121,135,11,169
164,169,71,152
133,126,8,14
37,45,217,15
200,202,50,146
212,211,230,23
220,219,129,153
118,71,14,76
176,182,155,143
197,196,233,241
83,124,102,30
192,207,98,3
134,127,156,42
192,192,118,102
200,199,162,116
220,216,121,251
185,183,217,216
48,53,61,40
204,203,34,202
103,110,148,87
56,92,54,58
91,85,21,211
36,29,97,185
166,155,205,199
162,191,108,15
193,190,240,30
156,153,71,81
98,81,224,206
208,208,121,118
170,173,253,249
203,202,13,215
58,48,219,2
130,135,252,226
210,210,108,40
197,194,15,219
92,89,94,173
25,9,40,132
187,201,52,134
12,37,86,155
88,93,1,221
206,206,131,106
209,215,155,65
61,61,188,77
130,127,251,12
206,206,3,31
61,71,68,193
211,211,24,22
189,186,103,151
194,192,108,101
114,113,218,206
205,206,249,159
28,26,117,236
118,155,127,132
174,166,207,219
183,180,103,70
204,204,211,163
141,78,30,115
209,208,1,190
61,57,198,56
101,100,85,84
206,203,3,115
214,214,133,190
207,206,174,37
217,216,153,100
24,27,230,203
46,45,97,157
154,150,31,235
101,127,192,128
186,185,49,32
72,73,9,249
214,214,115,69
185,186,30,232
212,212,103,200
109,87,218,146
203,204,245,126
204,203,103,209
127,131,14,20
82,89,41,132
63,70,223,33
80,80,63,172
121,120,4,47
159,156,219,135
205,194,191,54
214,214,13,26
208,206,97,68
188,194,80,194
197,195,146,33
207,207,26,57
212,212,101,88
126,103,104,151
196,199,49,250
189,191,225,87
155,153,19,40
208,208,116,47
171,166,165,123
99,99,84,154
138,136,88,139
199,188,186,160
212,212,72,43
169,168,209,249
56,65,198,219
159,83,45,16
168,160,176,250
180,167,198,208
205,204,212,196
111,97,132,158
114,114,63,209
188,187,137,172
86,168,62,177
109,99,201,50
167,170,236,179
188,189,165,6
206,208,136,93
148,146,27,133
198,185,251,185
129,122,141,36
118,122,44,216
36,43,123,46
182,113,169,192
214,213,207,196
70,60,146,111
129,125,160,129
188,183,72,132
110,108,78,200
203,205,94,193
212,212,25,249
114,147,234,33
206,207,240,142
61,61,183,129
186,184,28,94
170,169,8,249
216,216,201,242
207,206,79,181
195,194,182,209
155,149,37,69
73,61,103,85
156,131,53,26
210,210,11,193
133,131,79,112
215,215,5,227
209,209,97,30
64,87,58,120
26,42,194,117
173,176,184,177
210,210,27,54
201,196,226,215
191,189,128,62
51,48,15,60
215,215,75,253
27,71,91,192
182,179,220,251
40,37,1,179
211,202,125,17
210,209,128,251
202,198,77,7
84,83,196,154
205,206,73,8
97,107,255,147
215,215,198,123
219,220,87,25
15,25,56,35
52,35,112,150
161,155,71,24
15,15,166,183
97,107,119,208
64,34,8,3
69,70,88,166
86,93,222,205
86,71,23,157
27,84,159,165
77,71,123,114
209,206,73,60
23,28,85,233
74,79,130,207
208,211,25,251
98,84,207,103
200,197,126,16
37,35,191,216
97,88,86,49
213,213,131,189
81,82,134,48
103,95,14,248
60,53,52,128
105,85,90,182
126,131,2,231
11,15,179,185
88,117,95,72
79,80,107,56
11,16,134,185
142,102,114,45
137,120,153,109
65,75,109,179
212,213,62,93
200,201,77,125
168,175,13,28
114,114,105,85
202,200,73,253
61,72,42,150
194,193,169,208
155,174,182,45
93,51,43,244
93,93,196,60
79,83,53,243
209,209,242,43
73,67,11,8
189,190,200,20
88,59,80,48
140,148,206,54
71,76,227,228
169,174,140,119
217,218,75,181
192,193,78,127
209,209,4,90
73,75,129,202
183,186,57,8
203,204,115,66
184,182,89,183
48,69,102,168
60,57,54,204
123,110,189,34
207,207,216,138
96,93,167,163
197,200,108,101
94,95,41,215
95,89,188,93
52,69,216,241
111,93,50,146
184,184,136,252
189,191,128,32
182,186,7,233
54,53,210,188
66,9,98,6
175,171,135,1
209,207,80,38
124,157,9,139
120,118,181,140
214,213,137,46
73,76,4,106
56,56,58,139
19,18,184,245
216,216,182,147
54,70,69,74
142,138,189,244
213,213,123,15
97,100,173,62
156,173,51,101
161,181,185,121
207,211,94,124
209,205,164,114
188,187,57,191
137,140,127,106
211,210,140,25
83,88,75,170
103,106,24,157
206,203,133,194
94,87,122,39
26,38,46,75
213,213,134,67
12,16,40,80
69,75,138,107
200,198,48,247
207,207,43,123
180,184,92,96
35,33,129,154
206,206,223,77
94,126,47,42
206,205,18,135
107,109,229,231
208,208,168,32
104,120,167,22
210,210,234,154
206,205,114,126
167,171,157,134
116,82,17,115
190,192,24,0
163,167,191,101
165,167,63,90
14,40,174,61
85,107,150,107
56,78,15,31
215,215,54,106
152,147,182,17
115,117,15,33
159,185,112,59
42,43,58,225
59,58,59,111
97,95,179,65
185,186,205,140
210,207,109,48
107,110,254,159
116,103,15,231
193,193,70,94
55,109,239,123
157,168,230,110
201,199,125,68
67,89,16,78
197,195,33,188
114,175,212,229
162,156,141,36
200,205,245,71
206,208,212,142
12,10,198,80
209,209,50,153
19,30,24,156
59,52,67,44
111,108,159,56
183,184,237,28
187,185,53,114
144,151,43,233
197,203,62,142
77,76,83,42
152,174,46,76
203,191,183,62
205,205,93,7
118,113,9,197
85,77,177,148
143,152,234,50
67,64,100,210
101,95,85,14
192,190,197,167
174,183,18,225
19,27,245,139
141,142,116,189
167,183,187,108
99,99,2,215
210,210,214,246
175,201,56,248
177,165,249,182
166,157,184,187
206,206,198,101
167,176,171,159
80,65,173,114
134,132,161,167
168,167,234,42
25,29,28,79
155,157,242,104
15,14,218,46
98,84,137,40
146,148,50,252
144,141,39,230
145,184,72,95
210,210,41,82
105,91,220,119
151,145,34,61
93,90,42,237
101,94,173,92
152,152,112,175
208,210,4,118
207,205,175,72
98,106,114,118
95,86,189,11
56,48,249,34
16,19,56,192
196,197,114,22
164,163,144,148
183,184,172,139
189,191,214,219
206,207,35,147
206,206,168,225
148,194,231,195
89,88,229,30
198,201,98,56
153,170,218,158
114,83,172,232
192,191,54,156
57,62,118,155
199,201,75,113
149,134,20,22
128,115,169,236
56,44,82,154
205,202,161,117
56,62,18,255
148,144,51,104
203,200,5,138
69,71,13,254
189,192,237,122
204,205,77,174
114,52,93,136
33,28,93,233
192,192,156,15
211,161,67,47
199,200,109,41
185,178,252,244
123,124,88,17
133,94,60,96
194,198,21,7
140,138,126,255
86,85,100,34
197,193,110,21
42,61,111,58
185,183,0,195
40,59,63,83
118,123,127,36
129,164,155,212
203,199,2,163
64,59,226,33
38,39,212,28
48,73,246,127
152,154,50,175
208,207,109,46
38,41,217,126
217,217,250,16
202,202,218,251
187,188,135,3
65,57,228,1
46,51,235,3
216,215,229,231
208,209,40,14
208,208,230,100
172,137,69,17
58,56,172,39
76,72,250,242
107,103,117,166
13,16,2,26
97,97,218,71
69,139,123,216
213,213,192,82
212,212,255,186
209,210,104,142
191,198,47,29
97,97,6,183
165,168,37,149
175,190,76,153
208,208,230,63
192,193,89,207
211,211,252,99
210,191,107,32
213,212,4,13
205,208,143,56
74,77,160,93
81,85,180,55
60,75,201,30
214,213,55,45
215,216,10,233
53,72,218,8
44,45,122,137
200,199,143,124
196,196,37,65
103,112,72,43
205,203,55,75
202,193,68,12
199,190,209,132
141,134,32,233
198,207,139,21
190,190,141,14
142,143,18,23
205,206,21,241
187,192,58,236
199,199,136,22
114,109,118,167
162,160,250,118
196,196,88,211
103,101,199,248
59,106,12,146
209,209,222,85
77,68,12,227
215,215,64,125
99,108,123,151
134,123,124,76
101,118,178,181
106,97,88,135
192,196,34,247
63,53,57,124
50,55,162,241
196,188,150,48
170,178,35,148
128,129,36,178
191,189,195,74
77,99,49,188
126,130,161,115
28,28,97,116
99,103,32,247
213,213,99,183
135,115,212,247
192,193,249,216
53,46,102,125
220,221,142,7
199,197,235,214
19,20,234,82
132,129,37,158
206,205,162,67
108,108,81,213
213,214,93,55
51,53,224,87
210,207,52,100
183,181,66,250
109,112,148,127
111,109,117,218
107,102,13,139
208,209,223,157
190,189,205,105
171,173,127,204
39,31,133,195
63,63,163,44
54,63,78,179
218,218,46,136
66,69,160,7
194,192,248,51
92,65,71,149
217,217,219,48
103,100,166,156
122,112,35,107
203,202,249,30
131,131,138,150
205,206,129,114
97,69,145,177
57,66,37,203
123,161,31,227
112,112,186,10
226,222,106,173
117,134,199,68
36,32,2,21
207,208,30,12
87,106,46,58
211,212,19,255
179,179,49,22
96,99,40,97
79,62,21,190
212,208,221,170
56,70,99,42
192,193,111,79
18,17,70,151
163,169,42,108
132,140,131,152
115,111,21,187
29,34,244,113
14,17,202,21
202,202,179,211
207,208,229,141
188,190,207,175
117,102,191,26
134,104,89,222
196,198,107,171
211,211,44,250
175,183,209,129
104,102,13,78
92,92,50,68
154,143,59,97
206,206,153,228
155,158,246,140
193,196,198,167
147,150,231,132
206,204,77,121
86,87,179,156
115,119,123,66
184,187,42,91
179,190,54,190
187,189,131,118
110,143,10,146
117,129,97,149
78,82,65,167
25,39,101,51
93,77,175,149
182,87,232,207
206,205,97,244
206,206,41,144
140,130,196,96
208,208,132,144
74,82,85,185
100,102,179,198
197,198,86,152
68,95,183,203
210,210,241,22
159,128,240,237
212,211,63,26
140,160,236,164
209,210,188,141
200,200,101,134
170,175,165,104
68,89,234,70
213,213,119,76
152,156,159,50
212,213,126,43
97,103,163,40
13,12,13,18
159,154,5,77
41,48,68,203
196,201,121,204
156,174,54,155
188,190,159,23
201,198,33,44
75,60,61,105
139,106,253,69
189,191,176,9
82,116,164,100
193,192,113,167
206,206,41,184
213,213,10,210
94,94,63,28
179,179,186,49
211,212,225,177
118,124,39,147
216,216,251,173
129,136,2,112
111,112,8,160
191,190,168,1
12,11,52,4
116,144,116,128
155,158,58,199
150,153,107,54
187,190,27,179
57,89,5,129
186,184,210,100
199,203,154,33
172,171,109,176
105,104,230,45
119,115,145,99
213,213,63,77
107,112,77,207
120,116,229,227
206,201,175,37
198,202,221,215
92,115,101,180
107,95,19,196
69,86,152,207
21,38,193,190
86,95,62,185
176,166,163,0
83,71,63,152
153,152,203,171
149,150,87,72
207,206,231,35
88,85,98,66
204,205,60,28
157,161,247,172
68,84,120,70
188,189,114,188
205,206,169,12
109,98,237,45
198,199,217,63
17,18,147,213
151,147,142,56
215,215,229,46
99,99,5,213
208,208,232,62
64,71,124,229
192,194,133,163
198,205,7,235
83,91,10,144
69,68,66,19
130,127,89,215
181,177,227,147
145,145,168,106
115,145,85,192
197,195,21,163
101,106,183,238
113,122,210,137
146,128,198,10
193,194,19,201
118,96,104,63
131,144,56,113
30,25,33,3
210,211,22,39
212,213,87,203
192,193,159,70
139,154,248,89
17,15,200,104
176,18,239,124
174,177,86,206
97,97,39,187
164,162,59,25
208,207,234,175
192,190,205,155
191,131,184,173
96,97,93,68
198,200,132,212
108,109,60,202
63,47,164,220
82,85,21,96
46,32,78,133
82,85,156,81
207,207,143,78
122,130,253,235
72,80,74,249
46,34,68,71
94,102,13,40
211,211,185,116
112,107,58,38
186,190,141,185
142,138,239,44
204,204,98,90
151,171,103,25
217,217,29,177
204,203,183,42
199,194,73,215
134,132,99,71
83,80,93,97
124,125,134,217
133,136,242,128
165,148,70,97
115,117,192,174
21,19,242,194
205,206,15,88
173,169,240,197
125,152,52,164
103,107,37,153
145,137,249,68
90,96,224,150
57,53,215,201
14,13,162,87
110,109,68,67
69,64,236,65
196,198,19,173
150,155,85,45
207,207,86,173
167,153,65,189
121,124,238,202
101,112,33,165
187,184,236,63
176,199,23,139
104,100,22,203
182,180,1,110
39,43,116,97
116,129,118,172
182,186,108,131
212,212,54,149
184,176,8,124
182,176,199,31
206,207,66,11
187,189,134,61
190,194,52,32
123,126,79,39
205,205,199,155
207,207,180,78
65,18,211,203
56,59,196,92
131,145,62,42
194,192,234,124
207,201,25,142
15,12,46,148
65,57,218,126
195,190,81,206
204,205,75,131
199,199,251,37
189,188,5,74
128,138,170,148
133,136,103,204
120,123,25,83
196,199,37,122
24,39,182,228
183,177,142,19
67,69,151,46
142,165,76,96
211,211,135,136
57,53,201,255
163,169,212,15
208,208,13,241
136,133,26,110
128,165,35,28
25,19,13,8
207,206,166,33
36,33,187,130
106,79,27,173
104,104,220,237
79,201,35,150
179,164,57,117
139,134,79,65
193,192,180,62
60,65,231,201
24,62,111,248
82,86,219,196
205,207,52,245
190,187,123,103
0,0,152,255
155,184,8,224
150,140,244,64
63,76,9,144
207,210,225,55
182,189,88,95
209,210,214,41
217,217,41,214
85,90,241,58
22,27,88,242
142,143,51,201
155,153,187,67
62,54,158,64
205,192,174,188
190,190,9,168
222,224,174,49
154,156,240,175
39,39,123,214
210,209,90,142
196,194,192,159
81,78,221,120
153,146,25,111
14,15,56,198
129,110,41,56
189,180,130,174
184,178,217,139
189,193,170,21
199,192,173,130
198,202,39,1
195,196,31,88
41,49,33,14
122,137,123,140
116,111,78,173
98,119,52,13
106,103,199,143
195,202,72,100
115,103,24,100
36,42,132,112
207,207,20,218
54,57,56,193
16,38,179,157
53,53,7,29
12,13,233,52
184,185,185,197
205,207,77,213
215,214,49,178
192,190,177,184
188,191,32,232
91,87,201,244
208,209,30,141
213,213,197,206
127,114,38,196
208,208,81,136
44,49,55,109
137,139,205,46
191,190,173,9
188,193,35,137
131,132,103,232
178,166,127,188
105,109,145,101
119,132,232,176
147,150,30,67
212,212,67,161
214,213,181,249
188,190,74,146
136,129,176,86
154,171,78,74
149,157,44,126
136,121,158,44
160,170,193,31
209,207,48,148
187,192,228,100
198,195,103,240
196,192,72,133
135,148,13,48
194,197,51,138
92,83,45,191
209,208,178,149
183,173,3,1
199,201,103,90
32,13,44,243
207,207,79,134
68,92,61,35
198,191,147,242
175,172,17,254
112,112,115,133
189,184,81,172
151,144,221,173
106,99,96,1
206,206,100,225
28,28,45,72
212,212,107,38
198,198,86,252
209,209,25,250
90,88,188,246
51,62,217,163
208,209,26,205
208,209,240,200
57,46,242,36
75,69,101,240
174,184,181,163
123,129,108,108
33,27,102,104
189,191,72,215
38,31,227,249
72,62,183,3
200,201,55,250
211,209,13,14
90,96,38,111
139,135,42,114
161,197,120,215
206,206,169,133
197,197,202,173
128,127,36,95
193,197,150,38
208,208,84,3
184,187,40,171
196,197,33,115
101,123,6,60
146,141,219,137
161,172,51,223
131,129,56,143
143,65,46,96
151,171,103,25
182,184,36,239
134,142,251,123
202,196,86,77
110,115,198,149
182,188,147,150
185,188,230,154
213,213,221,228
146,147,192,110
191,192,52,99
141,134,32,233
206,206,125,204
201,207,117,176
44,18,161,154
172,149,50,54
44,54,179,90
135,144,117,99
150,101,61,217
169,172,205,251
184,187,250,205
201,205,232,213
89,94,7,173
66,99,18,196
209,210,68,1
209,208,244,178
201,197,186,51
197,201,182,164
41,39,178,175
183,189,234,189
212,213,132,251
189,181,211,186
21,22,208,17
103,107,141,242
213,215,242,150
210,210,118,94
169,121,187,226
116,121,106,16
146,157,45,87
76,73,54,37
52,47,11,9
129,130,60,234
207,207,190,28
123,131,159,126
138,146,50,200
84,101,103,106
222,222,21,188
202,207,119,163
126,174,157,237
170,162,17,244
212,211,233,4
210,210,248,95
31,29,59,181
195,197,73,103
216,216,160,123
132,152,27,205
124,84,134,122
88,79,18,226
159,145,26,163
190,193,58,54
185,184,176,106
98,78,66,225
187,191,55,108
63,61,226,43
22,28,195,177
188,181,106,49
193,194,224,186
156,156,159,123
217,216,210,146
87,113,209,82
184,196,204,50
28,31,32,185
128,141,52,247
181,188,66,78
195,196,181,51
73,78,124,96
79,56,196,219
15,17,128,181
196,192,70,74
218,214,253,11
146,157,196,88
157,162,4,2
74,71,26,139
19,18,154,181
35,34,221,243
98,97,162,245
90,98,171,98
209,210,172,194
80,81,46,140
104,89,142,177
138,137,87,57
108,111,157,93
143,143,12,157
209,209,10,198
201,203,205,122
192,192,171,83
196,194,105,3
154,158,203,187
82,76,93,197
10,11,66,129
87,95,172,14
116,106,178,252
100,101,38,233
110,111,39,209
204,200,22,13
143,138,247,215
83,88,173,111
82,205,169,63
214,214,246,247
48,32,90,252
137,132,240,208
213,214,63,21
204,204,75,245
213,213,103,34
104,112,63,139
204,206,141,249
209,208,201,188
206,207,125,173
197,197,200,49
101,97,92,101
210,210,148,80
131,170,206,112
167,170,2,22
208,209,47,70
133,125,163,148
55,69,223,186
51,46,216,14
80,83,149,123
213,213,13,118
202,204,196,50
152,144,207,189
34,30,213,174
73,85,246,18
202,195,49,192
46,67,119,134
191,197,130,226
176,159,239,224
29,24,32,232
194,192,34,118
94,90,146,90
210,210,101,211
86,103,81,35
79,75,56,105
203,204,40,88
88,76,173,204
179,13,179,126
189,123,201,180
202,204,124,190
137,126,116,106
208,209,199,184
183,194,225,245
213,213,246,230
152,150,206,120
193,187,231,175
55,75,227,98
167,165,65,57
124,113,153,235
118,116,255,206
92,95,208,64
146,148,46,169
141,139,39,118
214,215,135,63
203,198,38,139
169,190,251,153
180,171,24,65
93,106,119,180
85,87,95,13
81,82,80,144
190,193,96,191
83,83,95,104
84,83,196,154
196,199,63,37
191,191,71,181
115,113,140,65
71,52,60,105
191,192,46,210
75,76,15,198
159,161,75,7
83,83,34,128
79,69,231,73
157,145,52,222
145,137,160,166
212,211,251,89
174,170,239,117
106,106,251,248
217,209,149,41
200,201,95,214
16,20,182,183
208,209,237,61
205,206,112,39
207,206,18,150
117,142,117,112
206,205,217,133
97,97,121,17
76,87,108,207
138,142,145,230
203,201,229,219
185,190,111,238
30,35,28,117
194,197,2,250
219,218,138,177
196,190,245,49
121,112,136,86
78,77,230,108
84,105,112,250
213,212,46,172
81,111,34,46
184,188,215,176
78,65,196,3
199,199,57,156
115,110,179,167
186,187,208,173
208,208,154,207
165,130,113,219
145,145,206,120
194,185,158,130
182,174,212,236
80,87,98,239
52,66,166,177
199,196,154,96
91,92,46,200
193,191,154,191
207,207,5,17
105,102,41,209
165,167,157,121
72,76,205,215
197,198,192,165
79,86,211,165
195,189,240,16
212,212,181,214
194,195,195,134
199,195,126,110
82,88,46,139
207,207,254,63
110,110,224,244
197,201,127,91
135,134,237,171
137,143,171,194
149,169,149,18
153,188,119,60
211,208,99,210
189,188,120,81
212,213,147,2
80,69,9,3
201,202,145,248
56,72,4,35
64,58,165,58
209,208,71,240
201,200,92,215
54,49,153,95
168,169,120,47
102,98,202,17
