plain_x,plain_y,cipher_x,cipher_y
166,162,77,15
68,69,62,181
38,69,243,60
139,142,202,80
158,115,60,146
192,190,207,139
201,203,138,254
139,140,170,71
207,202,112,202
211,213,20,238
213,212,207,41
216,216,97,97
74,73,45,46
210,209,113,18
201,201,167,94
156,153,196,234
211,211,56,68
216,215,250,142
154,155,36,162
213,213,172,149
191,167,104,29
185,184,45,6
212,213,105,133
85,37,212,194
190,193,126,83
228,226,39,155
204,201,149,141
121,110,194,112
206,219,22,207
96,184,34,163
169,149,16,47
210,192,179,27
23,26,204,101
207,207,126,214
168,169,251,233
158,164,109,146
103,84,129,131
150,155,220,25
187,186,4,144
28,27,143,204
142,160,207,134
91,101,57,140
164,162,229,42
210,211,148,22
147,157,18,191
168,167,172,79
188,190,61,91
227,227,204,41
190,186,239,212
222,218,37,63
187,192,231,152
178,177,116,26
134,118,172,59
16,18,188,123
178,177,51,187
166,176,33,159
56,74,50,202
85,96,3,79
228,228,182,44
135,138,14,73
194,191,70,156
228,227,66,24
184,190,36,215
99,103,75,94
224,225,157,99
155,148,230,30
76,97,44,107
149,169,18,102
196,198,215,38
179,175,91,6
81,66,179,60
202,199,91,3
161,161,33,77
181,189,50,62
218,219,149,117
152,129,89,116
158,161,180,62
191,198,239,213
191,191,90,173
171,172,77,103
116,98,66,195
192,195,4,99
228,228,131,171
106,99,35,181
13,16,151,101
20,17,16,125
160,158,173,171
211,213,118,246
51,144,113,61
175,172,125,14
81,67,163,138
140,143,68,120
50,41,226,35
139,138,172,204
209,210,180,220
190,191,201,38
211,212,164,38
157,155,179,114
196,191,171,50
133,133,206,234
85,75,255,125
196,201,53,86
76,30,158,206
148,150,72,129
207,209,205,80
12,13,222,148
159,146,5,142
203,198,57,122
184,189,234,187
150,180,68,27
88,135,116,164
124,129,222,202
224,217,138,95
173,167,215,195
122,94,25,43
171,172,181,245
227,228,211,231
227,227,139,109
158,157,146,153
181,178,244,51
198,201,17,203
222,213,134,249
189,204,23,129
206,208,212,226
114,139,177,161
194,197,154,109
166,172,37,140
227,230,79,33
187,186,207,65
167,169,246,18
219,222,220,113
109,115,92,112
219,219,106,150
97,106,127,185
204,200,54,20
227,228,58,87
150,144,24,98
216,218,129,210
194,199,8,83
180,177,254,122
227,227,111,223
218,217,17,94
163,170,36,147
209,222,188,58
161,158,234,29
152,152,27,36
212,211,246,44
145,161,146,98
175,172,52,64
186,153,212,52
215,212,16,30
171,170,169,133
174,156,7,102
159,159,67,136
28,36,53,167
170,173,130,190
191,187,226,154
198,207,139,176
210,210,174,196
187,182,63,135
103,74,56,167
193,193,80,161
157,162,143,50
188,188,21,80
213,213,37,143
217,203,12,164
157,159,152,136
139,106,43,121
191,180,134,87
210,204,103,106
156,160,177,188
211,210,106,75
212,219,233,235
227,227,94,200
197,195,231,123
220,209,34,10
111,116,227,110
67,72,101,242
191,187,3,103
189,188,90,115
211,211,63,99
144,146,3,55
172,174,234,167
143,148,55,38
171,164,172,168
210,211,91,246
221,221,28,71
192,195,163,147
214,201,177,5
178,178,79,159
213,212,101,96
84,26,161,21
228,227,133,100
136,104,222,73
161,167,87,19
214,175,156,170
208,215,94,204
184,191,16,71
17,15,15,202
133,112,226,153
190,200,238,225
126,177,205,172
193,192,182,149
221,222,74,83
187,193,13,126
187,205,238,50
110,186,5,204
210,209,133,175
167,166,185,7
26,36,68,112
196,193,172,74
148,161,54,127
80,128,202,80
229,228,73,143
45,35,108,147
173,173,11,18
165,163,171,228
169,168,7,4
121,109,65,161
210,211,60,62
210,210,73,232
24,28,127,69
213,214,204,105
170,184,73,133
145,147,92,190
180,177,180,242
74,94,9,223
113,113,82,71
185,163,42,67
121,143,39,140
194,190,102,71
15,15,149,10
216,218,14,152
192,190,200,69
216,216,20,142
160,147,80,187
222,221,158,16
164,161,242,89
142,106,13,158
163,162,150,20
226,226,239,198
190,189,250,95
192,193,132,249
212,209,93,131
202,193,234,206
212,212,42,11
213,213,236,212
201,204,241,238
163,161,46,133
199,199,5,187
184,185,81,155
187,185,113,13
225,226,85,169
201,206,178,225
167,164,38,15
195,198,226,109
104,128,58,255
210,210,33,176
81,82,52,166
208,212,51,155
165,166,149,2
156,158,27,210
143,165,153,208
198,203,146,83
192,191,255,34
89,91,196,133
118,140,213,125
189,186,171,217
143,150,207,75
220,212,194,253
230,228,1,74
201,195,75,160
207,204,244,148
179,182,201,202
189,184,91,225
210,210,32,165
135,112,1,203
129,92,196,58
227,228,181,241
91,111,212,61
190,190,6,34
51,75,101,107
179,178,166,97
175,175,208,119
209,209,250,196
16,17,155,196
187,184,209,211
122,114,135,240
203,194,222,114
191,177,140,13
193,219,197,26
142,146,129,252
203,199,127,211
202,204,215,77
228,227,174,194
186,189,183,69
178,179,60,210
222,222,198,178
205,195,8,190
148,127,63,70
191,186,190,92
164,160,247,109
125,124,100,81
191,190,145,2
201,202,148,172
193,194,23,206
189,199,44,163
52,41,83,63
144,159,43,255
215,215,21,53
183,183,185,217
157,162,47,183
200,197,192,88
233,231,183,30
185,186,3,59
61,47,12,186
194,196,71,122
159,161,71,241
186,184,159,37
188,191,134,32
201,197,222,24
168,169,145,163
220,219,208,176
65,81,244,225
180,205,252,233
61,71,241,124
204,218,124,148
197,196,216,67
175,175,36,57
198,193,90,129
149,152,216,78
108,105,214,238
178,172,74,172
164,166,40,27
67,63,11,167
206,202,203,131
158,99,227,93
52,44,157,210
121,102,194,39
200,228,231,238
219,219,254,74
149,140,143,79
216,216,111,130
98,106,175,5
133,60,181,80
189,183,227,13
194,192,43,109
157,140,37,171
210,207,75,95
144,139,33,234
142,123,163,131
210,210,28,213
170,147,195,16
215,214,132,158
196,183,95,190
113,130,64,168
213,213,1,49
216,217,116,62
196,194,35,219
107,108,204,91
211,210,83,49
154,153,69,22
198,210,80,7
120,206,70,170
188,189,245,195
84,77,249,19
226,225,77,101
152,158,216,94
226,226,83,19
153,154,202,231
55,60,178,116
169,170,161,15
172,172,7,132
158,171,199,244
81,67,86,22
170,186,22,138
130,132,4,173
228,227,218,7
214,214,19,136
186,187,83,225
173,164,147,151
90,98,164,191
222,171,91,47
161,159,152,223
155,148,127,142
129,123,149,170
156,152,135,25
150,166,20,51
173,171,114,183
168,166,240,69
170,174,110,50
211,214,159,184
181,202,38,11
210,212,101,44
99,114,63,132
210,209,170,68
187,152,184,226
140,145,148,56
20,13,250,159
209,209,227,121
145,135,253,155
199,187,241,14
200,201,13,70
145,140,198,30
179,188,109,111
188,190,208,144
184,172,9,0
118,133,55,77
200,208,21,85
211,210,243,68
233,235,184,158
166,117,118,14
182,185,104,98
204,204,165,127
119,166,189,238
204,220,247,66
183,172,91,90
198,197,117,22
191,190,48,205
230,231,168,96
167,170,37,142
113,121,133,33
213,212,148,204
168,170,54,130
112,142,225,127
159,157,194,106
83,70,83,4
190,188,241,27
183,212,94,11
193,186,19,29
170,165,166,13
171,163,17,24
210,210,51,135
182,179,50,222
212,212,243,165
134,111,1,252
169,165,138,228
213,213,176,102
195,192,195,32
144,141,101,83
69,15,73,86
200,219,251,113
73,65,251,136
128,142,203,135
211,210,201,115
222,229,231,101
102,110,175,198
160,162,107,219
211,210,100,222
91,101,57,140
213,215,139,121
190,188,173,108
202,201,54,183
174,175,198,220
209,209,47,192
40,35,150,73
148,192,176,33
198,183,199,95
175,174,214,0
210,210,238,182
202,167,16,57
215,214,29,33
94,89,27,98
129,133,211,133
211,211,116,27
228,228,131,90
209,209,196,159
228,227,12,88
71,39,125,1
87,87,116,49
134,132,68,255
149,118,200,241
186,185,194,151
131,126,145,177
226,226,117,57
183,188,2,125
227,226,198,166
173,159,195,14
218,220,76,190
202,202,218,127
113,121,21,45
128,139,197,189
104,116,129,13
154,151,79,49
162,163,254,203
190,188,233,88
200,189,7,131
227,226,121,145
231,230,200,51
192,192,30,7
202,201,92,28
212,212,1,199
220,221,173,117
197,187,173,246
197,196,178,83
203,205,25,2
189,189,246,200
213,213,151,3
194,188,160,61
171,170,68,112
176,170,44,113
224,217,160,98
226,225,128,225
178,177,163,167
106,112,93,54
207,137,230,226
205,201,6,21
199,190,226,48
221,220,160,230
167,151,201,185
174,175,185,171
191,191,242,87
131,196,227,218
156,125,164,166
192,196,136,21
174,174,166,240
212,212,37,201
182,182,238,224
195,183,117,88
187,183,244,159
111,113,252,98
112,123,148,77
225,186,138,67
228,228,89,189
119,117,61,149
179,176,250,179
189,183,139,166
166,170,146,26
212,212,155,76
227,227,243,185
160,201,82,64
205,206,173,225
143,145,69,175
189,185,40,7
150,150,20,235
227,228,158,241
208,208,31,108
197,197,128,118
178,183,91,11
134,108,248,125
174,159,38,47
210,211,203,112
169,170,108,40
227,227,43,124
224,225,102,0
134,164,147,101
70,109,53,198
178,179,209,167
215,215,94,112
201,201,208,32
192,190,32,28
113,110,78,121
228,228,154,179
96,159,208,15
215,213,77,12
98,102,17,232
231,227,54,194
215,215,145,169
199,201,20,70
147,142,159,226
210,210,98,128
163,163,67,168
220,220,27,48
226,228,200,61
55,62,79,131
107,91,109,72
186,181,131,7
18,17,75,126
164,169,159,38
120,71,99,31
105,109,248,41
163,164,246,230
127,124,99,23
77,176,151,118
132,129,135,101
225,224,78,194
45,58,179,122
103,107,221,157
212,213,124,204
172,161,237,112
199,196,97,48
71,56,29,180
151,141,210,161
227,227,133,104
169,170,118,213
167,153,215,187
124,113,42,183
169,142,236,89
155,160,142,156
34,36,50,149
160,187,205,60
135,131,51,180
17,15,62,19
190,155,181,230
171,152,105,74
126,145,138,60
227,226,183,250
208,205,137,212
184,185,105,24
168,167,166,214
200,202,157,28
74,95,102,63
196,196,56,72
204,220,82,197
161,111,151,21
161,167,139,95
140,139,140,227
210,210,254,249
113,114,204,195
187,190,209,157
146,113,136,235
148,166,38,8
127,145,189,30
193,201,137,189
224,225,177,147
184,182,207,147
205,204,160,4
137,136,78,3
192,195,4,99
196,196,170,9
214,205,75,89
118,146,65,56
112,113,14,193
172,166,120,104
212,211,53,205
176,174,115,157
193,196,118,111
162,162,106,12
169,167,156,196
108,135,203,113
166,165,45,126
203,201,165,57
188,192,110,223
184,192,0,179
68,77,98,119
127,81,171,192
200,196,27,82
214,214,77,167
153,170,59,34
153,153,190,76
228,228,142,55
121,127,27,26
115,118,181,157
37,34,20,219
222,222,172,134
112,139,35,62
175,170,217,101
227,227,79,65
162,164,58,163
158,164,115,113
177,203,41,130
223,225,230,226
207,204,105,225
189,187,13,63
184,186,79,56
214,214,105,244
170,171,103,7
174,170,98,189
226,226,43,202
142,144,207,199
51,76,193,185
228,227,187,124
19,24,6,88
135,135,210,208
198,200,141,237
211,212,82,64
181,186,202,53
93,98,62,225
213,213,254,164
136,190,63,31
209,209,226,146
160,170,134,189
211,212,199,218
156,176,40,148
213,213,14,254
206,205,162,204
153,154,176,93
174,139,47,50
197,204,203,9
158,158,5,238
194,196,146,126
26,78,189,24
98,131,193,162
92,117,182,167
220,220,128,209
172,172,170,159
179,169,215,218
172,204,74,246
98,102,69,143
100,107,23,177
132,134,56,159
184,185,97,67
224,224,91,202
93,91,210,91
163,146,60,83
193,195,250,48
104,166,119,98
177,184,140,129
205,202,182,28
126,147,183,19
193,193,9,183
160,216,244,183
194,194,199,183
200,207,3,98
210,209,228,157
25,24,176,249
211,211,93,96
43,83,22,47
0,94,68,100
172,171,213,7
194,195,107,254
191,189,202,175
191,187,169,154
190,198,249,207
138,137,246,79
173,192,233,107
236,232,232,13
211,210,60,146
150,150,206,192
161,142,30,149
174,178,205,233
110,108,254,35
165,161,97,78
193,191,100,235
197,207,209,96
49,62,158,88
173,174,15,88
178,192,214,218
128,129,228,108
211,211,3,199
209,223,62,44
210,203,179,117
182,176,124,133
211,210,104,66
158,153,166,115
138,116,49,205
122,117,67,159
182,188,250,171
48,66,94,114
185,187,126,99
18,11,235,155
143,126,49,61
161,166,94,48
175,177,119,64
162,193,13,225
212,213,178,223
155,151,236,46
185,182,26,185
163,165,154,191
141,133,113,178
165,171,78,103
210,210,170,108
211,210,66,124
161,166,13,116
157,144,181,6
128,113,56,166
20,35,103,225
195,193,76,228
191,191,158,91
171,170,57,228
190,193,164,168
210,209,212,124
209,209,189,3
178,217,29,140
160,164,84,160
200,198,111,159
173,184,101,187
147,117,20,152
188,194,117,131
123,125,218,106
203,206,18,0
175,163,126,74
181,170,223,53
132,115,67,24
224,222,125,69
128,129,107,57
171,146,169,199
208,205,105,144
116,131,243,119
192,199,185,88
211,214,130,53
159,104,46,82
73,72,249,27
210,211,95,67
233,196,84,202
204,208,169,62
182,176,27,175
111,114,128,185
190,137,166,98
215,215,84,99
175,174,88,162
146,150,246,146
192,191,22,74
108,149,179,62
172,186,5,248
88,130,148,137
155,162,239,51
146,182,45,163
203,198,247,48
99,88,125,14
66,59,47,131
83,115,84,3
166,174,13,229
210,211,70,151
99,106,108,190
223,223,145,8
190,190,128,86
182,181,91,141
147,139,209,15
105,121,43,140
227,229,57,140
212,211,60,219
211,213,193,73
200,172,47,162
108,100,200,251
142,136,84,216
168,167,26,213
23,28,235,46
166,167,31,109
83,147,67,11
227,227,247,184
225,225,26,246
210,210,92,221
192,201,236,86
168,167,219,163
174,175,162,66
194,200,198,79
210,210,171,182
200,201,54,138
213,214,223,179
229,213,79,107
226,227,80,25
207,209,46,227
134,133,126,225
139,140,252,27
108,121,132,83
227,227,77,147
221,220,129,242
105,133,217,79
95,91,12,61
203,200,111,157
200,197,75,246
170,180,170,171
209,208,23,147
219,212,148,15
201,194,239,97
206,194,180,155
207,215,130,28
190,191,53,158
126,124,243,50
208,211,53,2
198,196,57,143
187,190,242,31
168,167,205,48
173,170,9,48
205,204,248,156
177,176,215,92
114,159,15,118
212,211,100,12
145,111,39,190
228,229,27,205
164,170,48,98
194,189,69,169
163,161,164,183
168,169,207,188
195,197,163,243
128,124,71,119
126,130,217,254
192,187,38,188
182,185,105,247
164,168,206,224
190,189,126,228
128,158,244,18
176,178,57,139
21,34,244,172
166,166,103,172
226,228,22,47
189,180,85,248
194,192,223,144
102,100,127,49
227,228,78,75
206,205,172,129
18,25,191,226
173,165,173,228
210,211,97,133
151,142,89,95
227,228,58,79
120,111,41,152
210,208,9,233
198,205,213,216
165,167,44,148
169,169,55,73
163,163,36,218
211,211,92,36
208,212,117,2
183,186,121,68
110,92,152,249
144,138,151,236
83,103,219,23
224,224,212,54
144,157,194,155
198,196,173,222
166,127,203,0
229,228,48,59
167,167,213,95
167,144,18,2
203,202,161,7
171,169,103,237
210,210,38,0
176,159,130,230
103,120,122,117
152,177,34,140
176,175,254,99
232,233,4,127
159,163,219,12
57,54,70,71
209,209,196,150
142,176,157,228
212,212,163,57
188,188,119,33
171,172,35,61
145,111,62,214
211,212,16,63
109,125,29,10
215,215,184,151
34,24,165,151
186,190,247,158
165,169,208,142
148,145,114,151
69,70,47,176
22,38,159,207
197,196,72,172
209,210,2,160
187,191,100,168
173,159,211,12
150,136,138,86
188,188,232,126
215,215,33,176
206,212,20,48
136,137,208,96
156,154,45,69
192,184,213,40
206,206,97,206
125,130,141,14
182,183,84,34
187,184,104,228
212,210,223,170
157,155,245,171
148,180,246,80
188,189,36,227
194,202,247,96
193,198,169,149
155,188,18,193
156,170,64,253
130,130,221,225
65,97,149,25
165,151,87,117
222,167,108,171
209,210,182,194
211,210,203,149
183,179,235,61
214,214,41,71
148,166,30,165
164,165,180,20
186,188,187,105
121,154,225,243
212,212,74,141
187,166,213,101
227,227,127,123
172,190,168,203
210,211,29,38
188,188,76,207
189,187,139,112
143,151,191,134
228,228,218,237
167,167,254,216
226,226,201,33
165,164,46,47
13,16,161,201
180,172,2,68
81,100,103,146
198,202,154,150
179,191,234,213
193,196,239,0
204,201,131,250
159,129,228,157
193,171,119,94
188,192,238,14
115,153,104,198
194,195,152,225
213,213,0,175
228,227,170,141
162,160,48,151
201,203,140,234
216,215,113,39
126,132,108,174
228,228,175,182
167,178,151,130
183,180,82,181
188,190,230,254
40,13,251,155
162,171,201,67
165,168,235,195
181,183,184,36
187,193,240,245
123,146,219,172
185,185,200,93
217,217,63,69
184,184,41,139
148,144,207,163
165,171,18,10
219,219,241,255
170,166,193,121
147,144,140,4
210,203,144,47
204,208,124,113
166,185,198,126
168,161,180,26
151,175,67,148
53,54,43,76
158,169,156,1
198,191,81,186
145,131,150,102
179,182,44,178
170,173,73,120
209,208,129,44
161,161,17,40
213,213,164,248
199,201,229,237
123,132,171,75
185,189,167,16
211,211,37,138
173,168,247,220
196,202,173,148
48,39,252,148
186,184,153,63
228,226,181,7
146,147,7,103
214,213,169,169
97,106,234,73
190,192,59,47
199,207,212,183
150,154,106,69
132,129,215,222
158,164,83,226
188,189,175,167
185,183,59,57
165,180,221,177
202,201,51,51
154,157,108,149
145,151,239,245
183,171,10,219
192,190,117,249
177,153,176,204
181,188,75,16
52,44,213,168
216,217,153,15
216,216,115,253
207,210,81,141
130,145,198,63
34,31,109,189
194,75,202,96
161,163,12,151
164,161,121,25
198,191,143,28
211,210,184,13
193,191,214,221
229,200,211,212
167,168,59,251
206,209,66,8
178,176,158,137
143,120,226,203
140,146,182,105
77,71,149,1
153,137,118,255
210,209,107,191
154,162,160,179
148,154,175,167
127,102,161,228
154,161,229,38
212,212,247,77
159,156,82,24
205,210,225,15
179,179,144,164
211,211,222,187
167,187,32,58
228,229,184,66
204,203,221,177
198,194,255,119
170,170,242,84
92,97,30,151
139,143,65,252
172,173,200,66
203,180,164,227
176,180,14,54
28,23,142,47
210,210,155,68
190,187,70,249
170,190,203,131
168,171,5,236
173,167,101,162
109,117,37,111
136,134,130,223
15,20,206,131
173,168,130,198
132,141,210,57
187,188,41,191
183,184,239,255
213,213,207,188
203,186,175,6
142,149,105,90
150,154,86,80
188,184,0,198
211,224,230,36
170,166,33,160
169,169,241,227
107,118,138,170
168,179,101,176
184,183,255,171
227,226,141,121
191,188,137,81
198,188,22,73
211,210,119,171
187,188,77,168
198,201,250,185
177,178,148,241
208,208,194,37
213,214,7,83
130,74,171,69
116,109,169,52
174,184,122,230
233,233,75,211
228,225,59,106
29,23,236,146
143,135,47,237
220,214,196,229
203,204,253,222
190,188,152,26
185,182,70,28
169,175,219,121
155,155,66,93
163,169,183,109
194,197,102,117
37,83,196,10
193,192,210,166
144,143,196,189
122,155,233,173
213,214,237,182
133,123,11,107
177,181,169,108
216,217,18,204
170,169,168,252
174,211,72,181
40,39,12,236
207,208,198,129
106,97,65,229
182,146,145,151
172,173,41,197
0,202,60,182
185,184,3,227
191,192,254,24
195,196,161,71
131,140,60,61
53,132,47,191
157,152,28,224
208,210,29,100
191,187,30,255
0,0,115,106
173,205,109,251
180,172,239,105
107,133,232,151
205,209,61,181
181,187,244,196
214,213,44,90
228,228,54,101
144,148,168,36
27,29,36,169
173,176,105,55
184,185,125,235
111,120,8,65
207,194,57,13
181,182,30,14
230,231,173,185
168,164,6,216
85,75,53,104
211,211,16,186
195,194,208,184
155,152,201,239
197,197,5,34
19,15,181,169
168,165,35,95
204,197,242,196
197,187,164,205
192,200,2,183
214,207,160,49
203,204,109,63
199,196,126,147
101,116,127,49
173,192,172,45
115,114,191,92
127,153,135,189
175,174,198,62
189,199,197,134
154,144,104,21
81,110,89,14
211,211,112,8
101,112,99,17
61,69,144,32
113,122,168,207
17,11,207,26
180,176,13,138
214,214,31,98
228,228,92,183
198,194,187,122
188,191,253,23
126,132,172,107
211,210,73,208
224,224,86,247
180,175,70,184
212,212,171,196
90,105,192,180
163,176,47,59
193,195,145,241
204,209,129,57
170,167,117,3
195,183,72,22
165,166,207,227
159,170,233,34
132,135,160,204
228,227,42,157
228,228,238,233
192,195,27,228
173,165,247,150
183,201,68,87
174,169,87,12
180,165,27,1
178,182,194,251
227,227,164,182
189,193,41,150
197,197,38,186
195,190,159,34
170,179,84,178
193,194,10,118
173,166,233,231
214,214,25,104
194,188,208,121
205,208,174,216
87,35,168,140
210,209,228,130
126,168,120,15
208,202,74,195
164,164,165,181
170,170,247,21
195,190,251,246
194,190,117,103
168,166,36,181
210,209,107,31
100,96,244,142
226,226,155,67
200,200,121,48
211,210,242,27
144,162,115,39
116,137,117,171
209,210,34,32
211,210,220,41
124,96,206,167
123,107,8,81
186,194,128,101
176,179,30,38
83,59,178,219
199,199,254,74
105,78,172,19
128,111,64,122
195,193,187,23
227,226,154,49
169,172,215,72
172,172,54,107
200,220,205,218
211,210,203,36
197,192,103,89
160,155,47,127
192,194,62,219
214,214,222,82
184,183,43,252
198,198,127,225
142,156,18,238
183,181,102,4
194,202,183,67
154,155,228,82
211,135,226,220
167,187,32,58
179,183,152,158
160,160,195,156
195,194,118,133
172,171,41,53
196,199,121,95
184,190,224,63
218,219,222,59
115,116,168,191
179,181,92,165
206,194,180,155
208,209,245,220
216,222,142,224
95,37,206,248
207,185,254,25
99,124,190,10
172,178,85,32
201,161,72,139
198,204,197,103
186,185,195,208
207,211,144,173
138,129,55,224
100,135,59,133
213,212,214,17
213,214,178,241
202,196,208,250
198,200,176,17
93,108,191,202
187,191,202,99
227,227,7,144
205,192,232,165
48,51,165,245
169,170,109,232
219,219,165,89
213,213,160,116
216,179,236,76
153,166,252,29
155,166,105,24
148,136,225,39
118,117,24,2
116,119,96,112
211,213,161,243
157,157,167,87
173,177,232,144
131,163,4,183
229,229,118,252
208,210,4,119
154,176,71,60
174,165,118,187
216,216,198,218
210,210,107,231
73,74,238,209
195,197,132,20
228,228,54,26
166,175,43,236
182,157,246,142
135,138,17,156
174,159,12,222
201,198,154,195
189,189,8,47
174,157,193,37
190,192,205,59
120,132,105,133
69,72,227,68
206,198,171,97
184,184,219,222
169,170,136,60
229,229,225,21
165,182,243,213
204,216,17,37
57,52,197,62
158,171,72,226
193,196,157,17
194,195,184,119
144,150,47,74
124,106,187,137
24,27,174,112
193,194,67,186
233,235,40,177
170,179,179,193
172,169,160,109
148,147,27,251
27,24,40,10
74,71,49,67
159,158,75,219
140,136,118,224
213,213,231,36
162,166,87,140
149,150,136,78
165,173,133,63
164,168,104,255
144,145,147,188
215,215,53,245
203,208,147,25
192,189,239,52
194,199,57,49
167,177,124,206
114,110,188,64
11,8,208,64
137,145,89,70
167,179,158,93
165,165,253,146
167,167,213,2
204,202,1,225
175,167,92,198
136,141,120,152
0,205,133,102
227,227,142,29
72,52,247,168
170,169,77,209
228,228,226,95
211,212,174,95
226,227,141,188
166,174,57,8
205,207,163,79
210,210,55,222
209,210,98,53
191,194,254,253
174,166,212,166
226,225,25,172
171,201,64,166
173,173,60,20
210,210,181,240
177,178,235,197
123,145,149,95
129,115,254,86
155,158,20,114
227,228,33,220
203,204,117,167
167,158,52,189
82,92,100,4
136,143,36,111
201,195,41,109
91,126,55,15
193,201,15,20
215,202,232,246
80,69,189,230
182,184,52,124
131,124,160,10
216,215,119,214
127,141,130,8
144,138,21,51
200,200,208,156
138,121,107,193
193,66,75,234
229,198,50,249
204,206,176,245
174,167,246,45
212,212,133,175
193,205,226,59
227,227,178,88
146,142,137,227
194,186,104,97
0,145,98,88
183,173,60,232
193,186,133,85
184,184,226,44
142,161,35,150
166,173,172,147
197,195,101,1
228,228,10,33
201,197,76,240
178,199,217,130
208,205,2,247
142,160,198,125
169,172,238,153
152,136,30,209
177,179,116,97
133,133,27,135
147,142,159,226
200,199,27,196
193,189,17,103
170,167,0,62
151,122,21,141
198,195,99,200
158,154,216,127
146,147,15,161
155,149,217,112
118,115,227,171
192,190,184,12
135,130,112,47
211,211,195,254
159,159,139,21
145,145,76,62
231,225,139,121
201,204,113,177
67,56,232,50
213,212,11,184
210,210,229,13
209,210,210,102
164,186,227,22
211,211,98,194
170,171,1,119
133,131,192,83
168,171,82,45
205,203,235,68
181,187,146,54
80,94,160,249
193,194,104,175
224,225,179,127
196,190,142,151
173,175,242,56
137,136,103,73
158,175,181,207
227,227,59,237
134,174,14,223
185,190,252,104
129,125,245,81
200,196,183,77
177,173,253,56
184,185,237,215
210,209,195,115
177,153,180,195
142,142,134,210
211,206,219,124
194,190,35,17
158,173,72,229
102,136,61,90
208,207,138,207
131,136,91,200
211,211,134,97
208,208,122,149
130,131,140,28
186,183,120,188
150,152,37,186
222,224,195,162
144,164,51,44
194,191,141,9
216,215,68,97
195,196,101,171
194,191,166,126
142,139,113,225
212,214,82,8
178,181,148,22
205,208,203,47
178,176,219,81
174,176,68,48
175,185,147,109
177,195,83,209
212,208,98,59
212,207,228,70
227,227,97,38
144,138,65,191
202,197,232,65
136,144,84,6
127,104,124,48
211,210,226,202
199,200,94,163
102,90,131,217
199,203,197,16
166,164,25,176
