plain_x,plain_y,cipher_x,cipher_y
222,221,167,4
144,152,253,232
183,184,107,71
160,169,182,110
142,140,96,121
156,119,220,110
170,166,211,206
175,176,192,25
215,188,114,27
149,149,15,253
95,73,15,255
142,130,178,210
200,201,9,93
169,151,79,68
188,213,88,137
196,192,21,119
58,62,114,129
137,165,162,85
154,143,127,205
145,151,155,11
176,178,56,240
30,27,60,48
189,189,254,207
64,61,1,231
214,215,68,214
193,187,5,189
80,47,36,180
192,190,25,181
49,52,143,203
51,46,61,28
209,212,15,238
211,191,6,11
179,179,205,78
164,159,146,197
27,27,152,193
205,205,95,212
213,209,255,214
184,166,7,132
172,170,208,83
140,157,121,249
220,217,201,132
206,204,5,141
61,44,106,206
207,203,214,102
158,154,225,85
58,62,101,77
45,56,127,180
135,135,127,115
149,106,36,216
213,204,205,190
210,203,246,74
127,123,50,106
212,210,176,190
189,189,12,151
184,184,189,36
191,192,219,240
120,122,99,76
170,168,13,94
214,212,245,193
125,129,51,59
174,175,207,212
191,191,37,179
179,184,190,230
185,184,26,223
184,169,40,4
178,181,183,224
220,216,225,14
62,46,64,230
201,204,222,182
224,223,33,253
214,216,182,216
111,106,180,51
202,196,134,219
128,190,154,117
146,132,51,96
213,198,167,99
42,39,172,210
166,167,120,105
150,150,50,229
152,152,59,57
55,61,192,174
103,109,48,60
199,200,125,12
49,52,238,127
162,167,233,138
87,96,249,214
158,151,112,150
175,176,240,78
136,140,252,9
156,149,226,19
206,203,51,200
222,222,230,90
212,204,228,255
220,216,161,199
203,203,162,24
171,164,237,120
152,142,222,169
44,47,35,118
164,162,170,67
145,156,96,49
70,61,238,121
98,120,83,47
222,222,166,162
35,36,100,103
95,96,7,252
222,223,187,12
202,208,228,132
36,39,222,61
222,223,58,143
127,113,53,128
104,136,196,54
165,179,67,204
184,191,39,56
162,154,175,138
66,56,95,113
213,217,135,179
47,47,214,46
153,165,2,33
214,216,183,175
134,117,44,1
109,109,20,49
220,213,194,54
208,197,212,42
151,148,133,175
81,63,156,143
174,177,7,55
223,222,81,181
91,82,62,205
43,44,22,40
54,50,110,115
80,105,197,78
215,216,84,59
51,139,98,142
149,145,106,247
110,87,196,248
120,120,54,224
61,52,145,203
128,124,40,26
179,177,213,35
210,213,143,186
188,189,191,208
125,113,116,121
208,216,140,174
121,118,166,159
70,65,149,96
167,176,139,10
67,40,159,167
128,125,122,70
185,187,148,225
40,39,219,23
118,101,254,147
206,206,42,192
209,206,147,233
160,188,49,136
83,119,233,153
140,130,185,131
223,219,99,4
152,152,122,230
135,109,185,4
153,155,142,197
222,222,171,158
226,225,147,244
79,82,153,105
141,140,83,69
172,178,220,136
209,191,121,126
177,193,67,28
178,179,151,24
59,80,106,218
206,173,74,82
159,168,8,140
210,210,170,99
60,63,227,137
155,163,142,34
205,207,164,172
39,44,52,36
192,191,62,62
115,138,115,184
214,217,205,90
222,223,18,223
160,169,73,174
221,222,96,27
213,219,239,155
135,132,126,62
223,223,248,58
191,191,70,184
165,159,217,59
150,208,41,60
139,141,112,42
123,115,90,227
175,174,97,135
132,153,69,144
67,65,160,189
188,159,135,35
198,194,194,207
156,157,142,2
171,140,235,114
149,166,43,228
40,42,181,27
160,149,131,171
207,205,163,27
173,185,188,137
183,183,62,138
200,196,47,80
116,92,75,95
211,215,48,30
164,164,188,246
209,203,84,19
215,215,22,115
221,213,84,72
150,152,22,29
122,117,127,122
190,179,166,231
185,176,157,216
125,128,151,24
171,170,239,29
222,225,200,48
222,222,57,157
88,86,225,186
223,221,84,189
126,131,53,112
82,90,74,102
164,163,122,203
209,209,3,2
192,191,37,228
174,172,228,207
153,161,199,226
95,104,130,11
162,164,168,219
177,179,63,94
213,213,120,73
171,173,161,158
226,220,82,22
173,170,108,73
176,178,252,38
55,43,246,153
222,223,50,120
143,123,156,225
140,138,22,82
202,170,109,235
209,212,121,178
206,204,229,110
44,45,82,155
131,129,228,38
160,167,132,53
104,175,136,114
202,205,143,192
204,203,105,55
165,171,44,132
150,174,56,166
124,175,4,94
182,181,252,93
152,154,239,166
44,45,26,142
100,94,228,62
134,139,229,159
95,118,146,127
221,221,112,54
63,61,166,68
168,159,37,79
144,146,246,254
139,133,244,69
102,88,40,131
173,176,149,170
175,176,46,141
39,39,63,181
186,186,111,144
175,192,0,217
56,58,127,251
181,179,159,18
36,32,90,180
115,111,146,55
196,178,175,140
95,104,168,214
170,159,235,236
41,40,210,87
210,217,252,155
211,209,243,41
187,187,222,59
134,127,186,38
201,200,143,168
106,119,160,122
104,88,144,160
168,161,249,174
220,221,122,64
193,196,233,146
213,208,78,78
220,219,139,218
204,209,108,177
185,187,67,164
188,187,255,59
174,181,53,24
161,153,183,227
213,213,91,63
199,199,117,239
116,121,16,146
226,227,245,115
215,208,123,52
151,150,168,200
180,179,223,155
117,130,249,212
183,180,31,112
59,59,107,217
182,185,190,111
146,152,85,45
156,146,150,150
97,120,106,70
214,219,4,43
172,171,18,26
106,103,6,236
71,85,67,99
211,201,33,46
131,134,24,54
216,208,69,205
225,226,44,77
216,212,138,16
172,169,75,126
89,90,92,50
203,198,101,249
175,176,66,248
138,117,246,109
123,93,117,205
222,222,97,8
132,118,189,230
54,53,225,236
49,68,229,236
170,162,82,137
161,166,135,92
170,171,132,217
45,48,144,105
181,177,65,192
106,118,119,88
214,214,113,236
187,175,247,218
202,221,161,219
110,108,253,13
211,212,7,60
209,214,135,138
224,222,75,249
208,208,145,93
168,167,58,223
203,202,71,238
183,170,227,25
105,83,65,249
162,159,21,163
142,144,60,41
91,90,182,163
176,176,179,182
179,183,158,216
109,106,16,192
168,172,140,38
69,58,13,172
183,190,203,163
183,183,131,57
173,172,2,150
151,166,159,97
175,179,61,13
229,225,27,93
147,152,86,127
55,69,36,168
211,213,229,100
92,91,105,185
168,170,95,88
201,199,1,12
208,211,247,102
146,148,12,249
193,193,6,80
76,112,56,184
146,173,245,176
68,71,235,35
212,216,253,116
210,206,121,118
142,141,114,147
206,205,60,136
49,54,238,19
59,60,240,59
178,167,65,17
135,135,39,61
85,71,115,135
171,163,48,43
166,113,230,205
76,72,239,107
81,72,123,234
206,228,245,149
216,216,77,252
166,169,80,192
184,184,84,120
75,80,180,197
150,84,216,57
197,195,251,251
170,172,240,27
141,134,114,21
191,184,98,11
55,46,232,59
159,135,129,105
183,183,163,123
157,132,251,239
210,209,160,23
186,146,166,68
81,81,61,94
186,186,10,212
184,185,236,165
190,179,29,40
90,111,85,101
172,171,185,165
130,129,245,54
215,218,42,109
145,207,67,72
201,202,161,184
45,40,63,107
220,221,255,79
100,70,171,96
223,224,191,153
113,118,162,110
40,43,203,102
176,175,52,73
148,151,145,224
164,180,245,215
46,51,105,123
166,159,110,59
150,140,107,245
223,222,67,107
193,191,233,149
89,90,225,194
194,182,246,4
27,30,197,117
219,178,129,188
128,123,186,25
156,150,5,53
152,143,153,245
132,143,253,101
110,128,238,50
78,105,137,83
49,53,33,95
180,188,76,52
188,189,127,222
152,175,129,75
186,185,145,77
115,121,41,233
173,175,11,229
141,105,213,184
63,65,161,25
46,44,172,193
177,177,63,219
152,142,155,25
169,156,168,52
217,211,103,246
116,111,142,139
199,201,72,63
168,168,32,200
187,160,38,250
142,152,202,107
217,216,197,16
148,152,187,34
231,233,95,182
155,120,126,59
195,191,103,250
172,172,207,229
134,158,180,237
195,216,84,71
179,167,204,158
169,169,35,62
99,102,209,79
211,213,23,87
43,43,251,13
152,147,189,128
193,193,232,131
142,144,167,76
135,149,135,196
161,152,237,96
53,57,176,29
175,172,58,124
204,224,132,83
207,206,236,96
119,113,109,132
152,151,227,104
178,177,166,248
136,137,144,205
192,191,153,240
171,147,159,165
154,149,241,195
183,185,177,5
208,211,71,39
98,106,114,160
55,43,11,154
188,217,60,81
56,56,39,92
152,155,109,219
180,179,141,101
198,223,140,13
120,126,216,131
153,146,77,191
181,182,119,18
87,96,249,214
182,182,89,94
204,207,22,64
173,173,26,117
152,152,43,100
174,175,224,235
41,41,49,55
147,179,121,46
196,197,30,154
64,68,208,250
182,184,105,77
200,162,196,121
193,193,245,57
63,65,147,118
88,88,142,9
189,189,205,253
224,223,252,42
169,170,90,187
222,222,67,111
81,49,213,56
69,70,20,196
47,47,105,205
162,70,225,145
202,204,214,76
153,147,75,0
222,223,251,128
205,205,167,77
222,223,71,164
141,112,115,14
216,215,185,230
141,144,50,159
36,43,238,166
116,124,133,24
81,89,78,232
127,135,177,29
142,141,96,18
188,187,192,204
128,116,137,242
222,221,214,97
217,205,54,89
203,206,123,241
184,182,229,119
184,183,155,120
200,201,194,232
217,208,89,102
201,206,168,216
178,186,226,176
187,188,170,231
185,186,50,67
179,172,74,166
163,160,185,126
176,167,31,7
221,211,37,70
223,222,98,177
135,132,42,75
98,105,67,131
199,129,149,13
177,179,36,245
179,162,145,117
220,218,155,209
157,135,75,127
156,161,47,62
202,205,211,36
140,190,166,162
123,61,83,12
182,190,171,40
54,56,146,148
184,183,23,244
166,167,202,133
220,218,215,152
163,158,30,119
48,43,109,10
144,161,240,213
222,191,28,118
223,223,188,168
142,138,11,95
166,164,247,110
204,205,21,82
170,163,175,164
191,191,83,36
224,224,23,155
184,209,196,206
140,142,228,91
130,131,105,245
203,200,240,124
126,126,170,110
214,214,10,171
166,167,66,195
213,216,23,205
153,158,110,155
104,76,192,26
180,176,211,198
174,172,103,248
147,137,180,200
222,221,134,230
219,220,223,183
151,178,239,136
68,102,1,222
128,128,31,78
188,188,216,240
211,210,187,168
207,207,202,232
101,109,73,54
222,223,174,67
136,182,65,235
221,223,150,115
120,137,61,13
230,227,222,5
190,190,204,189
213,217,251,72
166,156,242,187
180,181,203,45
182,168,0,92
193,194,222,48
184,193,146,70
63,57,139,114
112,81,48,14
184,194,50,160
45,45,131,89
174,170,146,92
113,101,145,136
84,83,103,129
154,150,101,119
123,145,194,166
123,201,254,213
146,146,190,253
224,222,88,183
69,79,194,43
88,100,228,102
219,221,49,156
194,179,64,17
211,214,6,233
52,41,6,13
114,101,10,51
222,222,42,13
161,168,34,180
183,184,178,0
84,78,119,129
168,134,245,86
135,143,55,65
53,53,244,189
165,191,136,47
85,81,149,53
42,41,138,57
171,151,61,96
145,112,25,249
130,144,243,203
223,223,250,232
216,214,181,144
152,152,112,121
159,153,151,215
207,211,57,36
67,84,120,230
205,211,77,255
220,224,152,13
155,101,15,225
145,146,91,92
173,156,236,209
174,175,167,137
85,85,205,178
205,208,135,186
145,109,43,178
80,116,152,233
155,165,10,193
174,180,2,73
207,206,229,154
79,82,27,21
119,117,207,53
115,116,138,201
174,177,7,55
105,105,122,127
220,218,5,153
155,173,194,244
96,92,72,129
161,157,252,64
176,174,135,80
167,166,69,182
130,133,234,35
149,142,67,8
156,154,28,148
138,157,240,217
193,192,74,202
185,174,156,136
209,206,60,251
149,156,232,82
62,69,66,130
113,65,82,241
178,182,149,156
188,188,216,224
114,132,59,230
123,133,79,13
224,222,9,41
81,86,27,131
95,95,189,12
51,46,154,237
199,201,167,169
115,147,87,122
177,165,52,146
222,222,96,142
137,141,167,56
135,104,99,156
153,186,242,114
221,223,200,227
224,222,250,47
208,201,9,233
161,155,99,171
186,188,116,71
176,166,156,68
165,164,11,59
222,224,229,228
133,137,37,20
77,98,38,139
222,222,107,231
31,31,107,13
160,169,147,79
207,209,222,153
179,179,77,202
199,203,201,28
111,133,201,7
190,189,77,84
130,193,1,51
181,179,142,255
135,148,157,176
176,174,249,104
174,193,190,44
180,181,102,102
149,149,11,235
54,55,10,254
164,136,105,225
170,176,237,218
168,172,71,228
191,189,48,167
47,103,104,252
76,92,232,8
102,140,228,205
194,195,75,54
128,130,123,7
199,191,73,175
145,182,113,35
118,132,230,76
124,138,219,36
134,140,237,224
209,205,55,88
221,221,150,218
33,35,98,65
140,128,179,11
208,205,101,238
117,165,67,23
160,167,52,105
209,209,121,25
149,155,138,205
212,210,45,152
116,194,31,198
189,189,144,112
216,209,5,151
178,177,104,201
39,41,106,184
175,175,249,149
58,58,113,252
73,97,63,73
152,150,184,154
203,196,189,45
202,199,53,181
190,188,126,152
102,121,111,119
109,111,18,212
142,155,196,236
231,225,3,123
184,181,226,252
130,127,251,173
188,164,71,104
133,135,75,23
95,99,236,231
166,159,68,22
209,204,69,142
196,205,210,177
71,77,5,114
160,159,78,48
152,167,19,137
88,87,214,17
174,175,233,46
218,223,220,144
187,180,13,66
189,199,6,45
181,180,204,173
47,53,161,85
136,125,130,233
40,38,61,86
167,174,112,22
66,96,202,36
170,174,79,251
44,45,83,244
144,142,221,7
115,125,204,194
166,169,92,38
128,162,153,11
177,178,174,247
133,133,171,14
179,176,33,92
146,149,202,241
131,125,149,246
125,136,97,166
175,174,213,253
183,183,118,206
163,157,128,143
166,161,175,97
145,148,132,0
53,102,45,144
216,216,145,164
137,138,132,21
106,111,71,135
201,205,207,231
173,172,143,16
176,178,47,140
190,218,75,102
149,155,117,230
211,210,44,209
150,166,137,121
193,162,208,235
205,205,165,98
113,114,37,2
210,210,59,59
153,145,87,70
198,191,149,46
164,146,162,250
224,224,232,153
153,151,31,237
86,63,10,137
182,175,213,77
146,149,242,107
211,212,14,8
192,194,19,192
134,95,16,66
49,54,175,135
208,209,89,113
199,165,29,207
219,217,176,156
196,201,102,227
65,61,79,102
197,148,190,14
218,218,106,173
175,174,33,85
134,140,104,184
208,206,39,220
140,174,91,173
70,88,123,59
128,160,218,60
119,133,236,211
122,157,193,204
219,212,104,66
80,79,207,186
60,58,30,205
86,119,36,90
136,143,129,111
172,173,21,55
111,123,42,150
199,199,216,253
63,65,205,20
124,126,53,4
181,170,147,241
136,131,208,185
224,225,26,155
176,175,194,112
186,186,62,104
178,160,7,99
70,64,54,4
161,151,68,58
143,138,89,182
82,123,167,207
147,143,11,198
74,112,175,164
223,224,238,19
223,222,110,87
171,172,222,188
207,205,154,35
154,161,207,59
131,131,246,157
195,209,83,84
176,175,219,126
179,182,53,100
182,182,86,237
222,208,162,128
223,223,172,218
174,177,196,63
123,125,235,44
160,159,101,172
74,68,95,106
223,223,137,221
196,196,37,142
86,104,17,252
105,100,29,23
216,212,146,2
215,211,66,80
145,148,147,31
219,217,123,243
219,209,57,141
210,205,173,126
206,190,213,92
190,198,97,160
206,202,103,50
50,50,36,9
175,177,7,13
207,206,239,252
72,83,246,50
152,148,158,229
113,113,235,170
186,184,114,168
150,143,136,137
121,173,129,151
181,178,220,86
178,131,67,208
223,223,36,156
161,156,65,217
198,183,92,231
180,182,41,69
145,155,255,133
209,208,50,20
101,93,179,155
164,158,242,208
209,206,88,28
150,153,141,154
136,134,105,104
207,207,171,70
116,130,231,111
163,158,1,197
41,60,149,111
155,154,89,105
224,222,156,188
195,192,34,124
203,206,220,174
88,76,230,40
207,209,130,116
186,186,62,57
42,50,66,87
152,138,53,216
183,183,243,255
154,141,25,33
223,222,242,253
95,83,104,160
226,218,165,205
180,193,122,157
144,149,114,223
147,147,27,47
140,144,229,171
176,178,1,191
97,114,154,196
195,190,173,250
115,91,111,92
175,164,142,54
80,80,58,131
199,201,119,97
171,183,43,0
203,206,116,164
156,155,203,56
221,222,107,90
138,138,182,104
116,113,113,96
213,216,66,222
161,157,52,166
181,180,83,62
212,210,32,234
99,118,206,179
148,159,251,101
151,149,58,136
212,212,95,178
148,138,188,247
63,63,160,144
168,168,91,96
176,201,244,77
176,176,67,59
204,199,218,168
170,194,118,83
106,87,91,70
216,220,175,181
144,154,21,182
216,214,204,4
53,54,68,74
176,178,9,146
148,153,171,41
129,128,253,88
77,80,237,206
45,47,173,178
100,100,164,228
178,176,48,241
203,200,82,48
199,198,53,147
70,70,59,171
89,92,186,231
185,187,188,19
203,204,81,156
128,122,168,216
137,130,10,245
195,187,202,115
142,142,209,137
34,33,231,208
60,64,253,205
167,165,227,37
185,185,88,168
153,156,134,140
124,174,188,148
196,201,97,4
177,188,173,95
161,169,173,35
182,206,15,166
126,149,76,238
39,36,201,242
56,58,222,204
149,141,109,26
214,176,87,235
181,179,246,54
179,180,194,85
174,173,240,123
189,192,210,240
154,164,72,73
141,143,205,218
80,81,89,110
115,131,27,59
183,181,237,52
162,145,163,34
226,226,99,115
142,163,29,159
175,174,249,135
72,67,130,198
178,181,142,225
177,185,38,220
223,224,181,208
115,113,240,32
223,222,249,68
150,152,26,226
47,46,84,93
157,144,87,30
89,99,38,2
211,208,65,22
166,176,68,119
214,209,188,44
212,219,228,172
181,157,164,109
207,197,151,29
201,203,61,134
115,137,253,92
205,206,255,87
191,190,25,163
224,222,249,81
145,141,107,213
184,190,147,28
189,191,120,49
56,62,252,209
222,223,125,157
169,171,200,100
172,168,82,65
203,210,169,164
40,39,163,17
166,161,43,142
120,132,186,57
173,172,224,6
205,209,142,51
147,153,3,237
209,204,207,160
212,211,153,59
155,157,224,134
130,145,95,37
165,183,47,25
195,195,223,254
162,152,57,183
103,100,108,215
218,219,78,143
215,216,154,118
193,204,45,177
131,125,0,27
164,187,26,10
77,52,0,198
142,154,21,228
199,203,233,111
133,118,108,27
154,160,37,17
169,157,41,49
168,169,66,124
156,168,199,38
191,191,100,206
212,210,155,6
125,138,8,71
206,207,199,89
182,184,122,111
195,193,130,119
213,211,133,203
78,85,200,63
190,185,125,69
215,236,44,190
138,132,39,95
186,187,173,254
82,86,112,200
205,208,103,133
214,214,74,48
123,122,122,53
122,119,126,142
144,150,249,190
160,161,75,229
185,180,89,250
160,169,237,39
212,215,159,182
132,144,237,28
111,111,135,59
164,151,164,42
201,211,191,218
182,155,121,6
169,174,8,69
45,42,156,174
194,195,126,97
192,190,72,127
179,177,82,223
62,76,205,209
46,45,188,51
167,63,243,193
90,91,1,105
156,154,39,183
193,185,63,86
178,178,237,128
199,197,113,211
221,205,34,31
142,132,198,46
186,188,192,21
153,156,54,122
162,140,229,194
93,104,250,49
72,87,188,154
157,139,57,140
178,179,229,82
141,150,201,218
158,162,130,20
64,63,186,135
135,135,13,9
175,175,189,183
137,139,206,63
207,210,130,217
162,164,58,75
187,188,201,114
139,155,70,233
222,222,51,18
210,217,205,176
212,211,138,15
162,165,33,116
43,45,88,4
72,82,50,223
154,149,7,39
203,165,149,120
157,153,63,150
44,46,76,251
180,180,247,42
214,209,250,158
158,184,162,196
152,161,12,173
205,200,80,70
105,111,145,202
158,150,232,6
42,40,208,195
168,156,40,227
138,168,70,92
59,57,61,1
168,171,124,160
184,185,253,96
207,180,12,113
118,123,29,169
155,145,250,12
200,200,124,15
220,223,160,81
158,157,201,15
62,60,131,85
153,143,102,51
167,179,68,63
200,203,97,19
222,222,20,5
164,163,231,106
171,161,130,37
178,179,104,161
200,199,193,165
180,180,212,228
159,162,187,233
176,178,226,20
191,192,60,137
117,62,46,114
135,130,205,34
168,178,192,115
230,226,47,159
228,225,196,232
40,37,79,109
130,118,252,225
221,215,57,64
139,140,239,158
82,82,185,116
143,137,27,230
103,118,48,90
132,134,85,7
143,148,112,231
207,206,26,186
68,149,33,33
199,207,58,30
130,131,201,121
34,37,137,69
182,180,184,200
190,181,140,9
144,152,65,229
198,199,124,189
149,146,237,132
158,201,241,128
32,33,6,79
175,176,202,243
117,114,7,55
194,156,246,151
171,185,42,144
85,212,92,53
161,162,130,176
198,198,98,46
208,211,60,93
148,143,255,74
105,191,34,24
171,161,170,40
215,214,255,225
208,205,141,246
201,202,220,96
152,180,181,21
152,142,227,62
113,144,206,19
165,170,233,162
195,199,131,221
181,182,25,207
222,221,57,183
108,121,175,27
36,37,80,244
157,160,6,223
175,177,242,125
128,146,253,11
214,215,155,75
85,87,239,136
212,213,183,206
127,114,134,41
104,99,103,217
176,176,32,113
212,210,195,88
126,124,54,76
189,190,27,81
41,39,17,158
159,173,253,121
189,188,205,116
192,205,23,50
205,205,69,195
202,199,252,233
218,215,122,150
212,212,217,189
134,137,47,115
193,209,66,95
60,61,43,121
98,121,220,101
149,146,227,189
209,210,140,123
120,103,17,60
113,142,227,113
178,177,20,100
122,136,143,198
56,65,71,87
94,96,146,132
43,41,8,191
206,207,125,43
188,189,209,127
223,223,185,65
207,208,28,136
197,204,101,253
131,134,129,160
175,176,245,178
216,217,7,199
156,143,52,124
178,178,120,147
59,60,60,205
138,168,195,123
211,209,168,175
193,199,28,128
164,153,95,214
157,140,25,72
156,155,66,208
181,180,4,87
46,52,116,165
223,224,230,29
223,224,84,121
201,203,234,114
172,161,207,137
174,204,43,38
149,148,22,112
148,128,2,151
176,186,217,211
226,225,4,116
200,205,177,21
213,217,87,250
210,209,63,80
148,160,226,153
211,209,223,197
162,156,133,30
192,193,211,253
174,170,227,201
176,179,234,45
111,59,63,246
178,179,184,220
146,185,69,150
182,171,123,18
80,81,75,39
156,157,115,210
200,200,27,31
197,195,229,93
149,152,141,159
174,173,54,166
88,92,86,192
223,222,18,252
208,208,100,108
176,176,81,95
101,133,218,94
158,170,100,14
176,175,0,253
171,172,185,72
119,99,99,156
125,145,202,224
168,175,197,123
167,167,50,241
103,83,196,65
176,173,142,100
77,62,158,81
103,90,49,76
108,109,133,16
225,226,45,143
156,159,247,147
156,154,62,184
215,224,67,240
183,181,242,245
215,210,109,134
139,125,25,101
204,208,76,41
191,191,252,160
203,205,102,204
204,209,194,142
100,123,204,19
180,177,80,97
215,214,213,105
140,141,22,237
211,146,58,163
139,155,70,233
196,199,216,175
141,142,175,206
213,216,27,43
159,159,84,44
165,169,157,125
202,210,85,67
194,196,134,248
38,37,211,57
64,63,210,49
206,190,213,92
175,176,49,106
216,221,65,170
91,49,132,31
185,169,251,118
136,163,222,55
166,176,218,127
213,185,7,207
191,197,164,196
207,204,8,112
186,189,96,147
129,96,77,102
128,164,29,133
180,178,62,164
186,188,166,11
219,212,67,231
211,212,170,134
121,126,113,149
197,195,109,138
223,224,231,229
199,174,60,144
70,62,36,29
146,149,137,29
198,198,116,141
177,177,218,162
213,187,234,99
169,190,138,235
81,117,207,249
142,120,78,129
146,153,244,105
41,40,21,120
186,185,168,38
139,136,232,74
165,168,162,226
128,156,241,73
209,211,140,84
216,220,233,25
152,153,45,117
147,136,32,104
189,188,72,190
172,173,112,164
94,72,26,194
208,205,176,154
221,221,203,173
127,139,241,152
198,182,39,62
111,105,124,40
101,83,34,14
217,218,45,227
160,164,225,222
143,126,59,99
200,205,44,236
119,120,161,154
65,67,6,62
216,200,52,245
43,45,64,37
111,113,176,67
225,226,234,210
141,168,236,21
209,215,210,209
60,56,102,190
125,142,147,9
160,166,156,219
207,204,140,126
132,141,151,68
135,118,219,177
51,52,28,127
212,210,168,235
214,214,162,102
141,152,236,77
147,138,168,179
175,170,22,11
33,28,127,136
73,57,22,65
135,137,162,158
151,139,137,214
183,184,239,42
112,113,60,20
144,145,89,4
167,163,232,208
124,127,241,197
112,96,97,26
191,191,175,103
215,217,176,22
215,212,115,167
205,210,100,225
151,145,116,12
93,97,191,62
42,39,26,19
86,96,86,179
174,203,181,88
148,144,77,78
147,151,175,186
214,214,101,9
166,167,95,67
100,99,200,175
90,218,245,79
209,142,211,99
60,47,61,184
133,114,130,244
222,223,233,80
187,188,83,148
223,222,137,151
189,192,68,173
213,213,242,94
176,175,62,205
181,179,83,228
206,213,219,145
148,143,88,117
225,225,1,239
165,176,212,121
109,99,176,59
174,174,212,117
162,161,51,254
139,161,91,144
150,143,236,224
140,149,35,119
222,224,222,67
217,220,80,80
139,124,138,220
70,64,92,16
114,116,243,179
214,210,92,23
118,148,34,91
198,203,102,64
222,213,125,1
65,67,40,43
72,74,217,231
149,132,23,12
190,190,160,236
125,151,116,52
124,104,236,83
125,120,95,42
146,136,157,82
199,57,90,3
221,198,231,77
218,216,133,230
181,177,230,84
182,182,144,139
164,180,72,155
223,223,180,248
89,85,118,243
211,208,64,210
66,168,82,215
158,134,28,38
179,169,236,63
152,148,13,239
167,182,103,206
151,162,61,131
201,202,75,41
223,223,114,120
217,215,141,27
149,172,188,45
197,198,249,87
94,115,62,62
155,155,156,93
166,129,161,217
57,58,119,237
88,95,96,255
166,156,242,187
212,211,118,66
202,207,8,213
153,150,60,132
170,149,252,117
215,214,234,107
116,118,252,120
60,64,80,131
174,168,112,253
55,50,195,227
188,189,224,12
139,138,177,187
155,152,90,56
56,53,235,73
130,130,181,136
224,209,136,55
215,214,102,200
73,70,192,238
184,183,57,175
182,183,2,133
179,180,71,222
176,180,145,93
184,184,38,145
137,143,6,60
150,134,191,21
155,157,226,253
216,215,90,78
196,201,61,3
54,55,247,3
204,203,79,37
202,201,141,18
211,217,103,190
185,193,13,230
117,118,250,29
170,183,156,215
222,223,9,106
118,164,182,238
206,205,167,159
142,149,48,194
213,213,37,91
155,157,68,93
204,196,156,45
172,175,30,30
94,83,173,23
89,88,13,228
209,205,134,41
174,170,38,179
187,200,173,52
129,160,55,12
186,183,89,144
115,132,122,10
214,214,118,191
175,174,133,113
63,63,4,121
174,164,177,238
148,157,176,42
214,214,133,194
168,181,55,232
205,205,217,190
181,182,186,141
207,211,95,197
217,218,75,19
131,126,177,146
190,193,42,68
153,168,49,124
182,187,133,33
131,138,213,28
164,165,15,109
153,166,51,33
192,215,36,63
218,219,67,154
212,200,2,17
222,222,45,113
135,119,111,51
210,214,149,107
160,165,175,7
83,67,49,125
177,176,231,227
212,211,249,136
106,91,159,207
201,198,60,189
149,145,103,66
